classname ; numberOfVersionsUntil: ; numberOfFixesUntil: ; numberOfRefactoringsUntil: ; numberOfAuthorsUntil: ; linesAddedUntil: ; maxLinesAddedUntil: ; avgLinesAddedUntil: ; linesRemovedUntil: ; maxLinesRemovedUntil: ; avgLinesRemovedUntil: ; codeChurnUntil: ; maxCodeChurnUntil: ; avgCodeChurnUntil: ; ageWithRespectTo: ; weightedAgeWithRespectTo: ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::apache::lucene::xmlparser::builders::TermsFilterBuilder ; 7 ; 0 ; 0 ; 4 ; 50.0 ; 23.0 ; 7.14286 ; 48.0 ; 27.0 ; 6.85714 ; 2.0 ; 15.0 ; 0.285714 ; 136.571 ; 30.3743 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::ar::ArabicNormalizer ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::swing::models::TableSearcher ; 6 ; 2 ; 0 ; 6 ; 20.0 ; 10.0 ; 3.33333 ; 23.0 ; 13.0 ; 3.83333 ; -3.0 ; 1.0 ; -0.5 ; 187.0 ; 63.5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::ant::HtmlDocument ; 3 ; 1 ; 0 ; 1 ; 3 ; 1 ; 1.0 ; 3 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 325.857 ; 53.2381 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::WildcardTermEnum ; 13 ; 2 ; 0 ; 7 ; 278.0 ; 119.0 ; 21.3846 ; 228.0 ; 118.0 ; 17.5385 ; 50.0 ; 72.0 ; 3.84615 ; 368.143 ; 80.5118 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::parser::FastCharStream ; 2 ; 0 ; 0 ; 2 ; 7.0 ; 6.0 ; 3.5 ; 6.0 ; 5.0 ; 3.0 ; 1.0 ; 1.0 ; 0.5 ; 170.143 ; 60.2449 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::similar::MoreLikeThis ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 194.286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::StoredFieldsWriterPerField ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 11.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::ru::RussianLowerCaseFilter ; 4 ; 0 ; 0 ; 2 ; 4 ; 1 ; 1.0 ; 4 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 316.286 ; 26.1071 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::feeds::SimpleSloppyPhraseQueryMaker ; 4 ; 0 ; 0 ; 3 ; 83.0 ; 63.0 ; 20.75 ; 66.0 ; 63.0 ; 16.5 ; 17.0 ; 17.0 ; 4.25 ; 90.5714 ; 13.0981 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::IndexFileNameFilter ; 6 ; 0 ; 0 ; 5 ; 66.0 ; 52.0 ; 11.0 ; 17.0 ; 5.0 ; 2.83333 ; 49.0 ; 47.0 ; 8.16667 ; 173.857 ; 76.8528 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::payloads::TypeAsPayloadTokenFilter ; 2 ; 0 ; 0 ; 2 ; 7.0 ; 6.0 ; 3.5 ; 6.0 ; 5.0 ; 3.0 ; 1.0 ; 1.0 ; 0.5 ; 43.7143 ; 31.4694 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::DocIdSet ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 35.5714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::CharBlockPool ; 2 ; 0 ; 1 ; 1 ; 8.0 ; 7.0 ; 4.0 ; 8.0 ; 7.0 ; 4.0 ; 0.0 ; 0.0 ; 0.0 ; 30.0 ; 16.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::IndexModifier ; 22 ; 3 ; 0 ; 7 ; 230.0 ; 106.0 ; 10.4545 ; 133.0 ; 28.0 ; 6.04545 ; 97.0 ; 79.0 ; 4.40909 ; 174.286 ; 66.6702 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::tartarus::snowball::ext::SpanishStemmer ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 6.57143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::snowball::SnowballAnalyzer ; 4 ; 0 ; 0 ; 2 ; 4 ; 1 ; 1.0 ; 4 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 302.714 ; 36.6071 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::IndexFileNames ; 13 ; 2 ; 0 ; 6 ; 175.0 ; 89.0 ; 13.4615 ; 30.0 ; 8.0 ; 2.30769 ; 145.0 ; 83.0 ; 11.1538 ; 173.857 ; 98.0906 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::misc::SweetSpotSimilarity ; 3 ; 0 ; 0 ; 3 ; 11.0 ; 6.0 ; 3.66667 ; 10.0 ; 5.0 ; 3.33333 ; 1.0 ; 1.0 ; 0.333333 ; 123.857 ; 31.013 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::db::DbLock ; 2 ; 0 ; 0 ; 1 ; 2 ; 1 ; 1.0 ; 2 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 247.0 ; 26.4286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::tartarus::snowball::ext::FrenchStemmer ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 6.57143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::ConstantScoreQuery ; 9 ; 2 ; 0 ; 5 ; 187.0 ; 158.0 ; 20.7778 ; 175.0 ; 158.0 ; 19.4444 ; 12.0 ; 6.0 ; 1.33333 ; 151.143 ; 23.3155 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::LockReleaseFailedException ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 46.8571 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::de::GermanStemmer ; 12 ; 7 ; 0 ; 5 ; 12 ; 1 ; 1.0 ; 12 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 367.143 ; 78.2381 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::MultiReader ; 35 ; 7 ; 1 ; 9 ; 711.0 ; 203.0 ; 20.3143 ; 771.0 ; 433.0 ; 22.0286 ; -60.0 ; 196.0 ; -1.71429 ; 241.857 ; 126.647 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::query::DistanceQuery ; 2 ; 0 ; 0 ; 2 ; 7.0 ; 6.0 ; 3.5 ; 6.0 ; 5.0 ; 3.0 ; 1.0 ; 1.0 ; 0.5 ; 170.143 ; 60.2449 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::ConstantScoreRangeQuery ; 6 ; 1 ; 0 ; 3 ; 25.0 ; 16.0 ; 4.16667 ; 149.0 ; 138.0 ; 24.8333 ; -124.0 ; 13.0 ; -20.6667 ; 151.143 ; 111.337 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::TeeTokenFilter ; 4 ; 0 ; 0 ; 2 ; 24.0 ; 17.0 ; 6.0 ; 6.0 ; 4.0 ; 1.5 ; 18.0 ; 17.0 ; 4.5 ; 44.8571 ; 37.256 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::util::cache::Cache ; 2 ; 0 ; 0 ; 1 ; 6.0 ; 5.0 ; 3.0 ; 1.0 ; 1 ; 0.5 ; 5.0 ; 5.0 ; 2.5 ; 19.7143 ; 0.119048 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::TermsFilter ; 7 ; 1 ; 0 ; 3 ; 101.0 ; 30.0 ; 14.4286 ; 22.0 ; 16.0 ; 3.14286 ; 79.0 ; 30.0 ; 11.2857 ; 136.571 ; 98.8543 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::IndexInput ; 6 ; 0 ; 0 ; 4 ; 88.0 ; 29.0 ; 14.6667 ; 15.0 ; 7.0 ; 2.5 ; 73.0 ; 27.0 ; 12.1667 ; 211.857 ; 126.529 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::MockIndexInput ; 3 ; 0 ; 0 ; 3 ; 10.0 ; 6.0 ; 3.33333 ; 12.0 ; 6.0 ; 4.0 ; -2.0 ; 1.0 ; -0.666667 ; 211.857 ; 68.2286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::Collector ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::precedence::PrecedenceQueryParser ; 7 ; 1 ; 0 ; 1 ; 7 ; 1 ; 1.0 ; 7 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 187.286 ; 0.979592 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermEnum ; 6 ; 0 ; 0 ; 4 ; 49.0 ; 23.0 ; 8.16667 ; 65.0 ; 51.0 ; 10.8333 ; -16.0 ; 23.0 ; -2.66667 ; 368.143 ; 132.746 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::MockRAMInputStream ; 4 ; 3 ; 0 ; 2 ; 33.0 ; 19.0 ; 8.25 ; 15.0 ; 7.0 ; 3.75 ; 18.0 ; 12.0 ; 4.5 ; 83.4286 ; 15.0433 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::wikipedia::analysis::WikipediaTokenizerImpl ; 6 ; 0 ; 0 ; 2 ; 551.0 ; 268.0 ; 91.8333 ; 604.0 ; 276.0 ; 100.667 ; -53.0 ; 0.0 ; -8.83333 ; 39.7143 ; 1.63158 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::util::OpenBitSetIterator ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 35.5714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::DefaultSimilarity ; 4 ; 0 ; 0 ; 3 ; 20.0 ; 13.0 ; 5.0 ; 59.0 ; 51.0 ; 14.75 ; -39.0 ; 1.0 ; -9.75 ; 308.857 ; 109.871 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::InvertedDocConsumer ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 11.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::ngram::NGramTokenFilter ; 3 ; 0 ; 0 ; 2 ; 10.0 ; 9.0 ; 3.33333 ; 14.0 ; 12.0 ; 4.66667 ; -4.0 ; 0 ; -1.33333 ; 82.1429 ; 67.6286 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::MultiSearcher ; 28 ; 4 ; 0 ; 9 ; 387.0 ; 166.0 ; 13.8214 ; 210.0 ; 51.0 ; 7.5 ; 177.0 ; 161.0 ; 6.32143 ; 368.143 ; 140.47 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::query::SrndQuery ; 3 ; 0 ; 0 ; 3 ; 9.0 ; 6.0 ; 3.0 ; 14.0 ; 8.0 ; 4.66667 ; -5.0 ; 1.0 ; -1.66667 ; 170.143 ; 51.0794 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::compound::hyphenation::HyphenationTree ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 20.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::StoredFieldsWriterPerThread ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 11.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::function::ByteFieldSource ; 2 ; 0 ; 0 ; 1 ; 2.0 ; 1.0 ; 1.0 ; 2.0 ; 1.0 ; 1.0 ; 0.0 ; 0.0 ; 0.0 ; 70.1429 ; 13.5714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::query::OrQuery ; 2 ; 0 ; 0 ; 2 ; 7.0 ; 6.0 ; 3.5 ; 6.0 ; 5.0 ; 3.0 ; 1.0 ; 1.0 ; 0.5 ; 170.143 ; 60.2449 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::SpanFilterResult ; 2 ; 0 ; 0 ; 2 ; 24.0 ; 23.0 ; 12.0 ; 3.0 ; 2.0 ; 1.5 ; 21.0 ; 21.0 ; 10.5 ; 64.0 ; 27.244 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::ar::ArabicStemFilter ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::LogByteSizeMergePolicy ; 3 ; 1 ; 0 ; 1 ; 17.0 ; 13.0 ; 5.66667 ; 7.0 ; 5.0 ; 2.33333 ; 10.0 ; 8.0 ; 3.33333 ; 55.1429 ; 3.59664 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::util::ArrayUtil ; 2 ; 0 ; 1 ; 1 ; 23.0 ; 22.0 ; 11.5 ; 2.0 ; 1.0 ; 1.0 ; 21.0 ; 21.0 ; 10.5 ; 11.7143 ; 4.50932 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::surround::query::SrndPrefixQuery ; 3 ; 0 ; 0 ; 3 ; 7.0 ; 6.0 ; 2.33333 ; 8.0 ; 5.0 ; 2.66667 ; -1.0 ; 1.0 ; -0.333333 ; 170.143 ; 60.2449 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::LogMergePolicy ; 10 ; 1 ; 0 ; 1 ; 162.0 ; 56.0 ; 16.2 ; 36.0 ; 17.0 ; 3.6 ; 126.0 ; 48.0 ; 12.6 ; 55.1429 ; 11.0441 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::queryParser::analyzing::AnalyzingQueryParser ; 6 ; 0 ; 0 ; 6 ; 53.0 ; 35.0 ; 8.83333 ; 42.0 ; 28.0 ; 7.0 ; 11.0 ; 7.0 ; 1.83333 ; 164.857 ; 132.941 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::spans::SpanFirstQuery ; 8 ; 0 ; 0 ; 6 ; 94.0 ; 24.0 ; 11.75 ; 14.0 ; 7.0 ; 1.75 ; 80.0 ; 19.0 ; 10.0 ; 244.714 ; 117.313 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::GCJSegmentReader ; 4 ; 0 ; 0 ; 2 ; 15.0 ; 6.0 ; 3.75 ; 11.0 ; 5.0 ; 2.75 ; 4.0 ; 4.0 ; 1.0 ; 211.0 ; 45.5429 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::AddDocTask ; 5 ; 1 ; 0 ; 4 ; 115.0 ; 84.0 ; 23.0 ; 95.0 ; 84.0 ; 19.0 ; 20.0 ; 16.0 ; 4.0 ; 90.5714 ; 12.1255 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermVectorsReader ; 27 ; 7 ; 0 ; 8 ; 731.0 ; 179.0 ; 27.0741 ; 353.0 ; 86.0 ; 13.0741 ; 378.0 ; 119.0 ; 14.0 ; 241.714 ; 144.604 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::ReportTask ; 3 ; 0 ; 0 ; 2 ; 163.0 ; 118.0 ; 54.3333 ; 45.0 ; 44.0 ; 15.0 ; 118.0 ; 118.0 ; 39.3333 ; 90.5714 ; 9.97546 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::RemoteSearchable ; 13 ; 0 ; 0 ; 6 ; 96.0 ; 23.0 ; 7.38462 ; 94.0 ; 51.0 ; 7.23077 ; 2.0 ; 23.0 ; 0.153846 ; 325.0 ; 137.792 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::swing::models::BaseListModel ; 3 ; 0 ; 0 ; 3 ; 6.0 ; 4.0 ; 2.0 ; 6.0 ; 3.0 ; 2.0 ; 0.0 ; 2.0 ; 0.0 ; 187.0 ; 152.333 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::ConcurrentMergeScheduler ; 16 ; 4 ; 0 ; 1 ; 244.0 ; 70.0 ; 15.25 ; 153.0 ; 27.0 ; 9.5625 ; 91.0 ; 44.0 ; 5.6875 ; 55.1429 ; 11.1259 ; 2 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::document::SetBasedFieldSelector ; 3 ; 1 ; 0 ; 2 ; 73.0 ; 59.0 ; 24.3333 ; 66.0 ; 59.0 ; 22.0 ; 7.0 ; 7.0 ; 2.33333 ; 121.571 ; 81.9765 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::de::GermanStemFilter ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 216.286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::builders::ConstantScoreQueryBuilder ; 3 ; 0 ; 0 ; 1 ; 24.0 ; 16.0 ; 8.0 ; 10.0 ; 8.0 ; 3.33333 ; 14.0 ; 15.0 ; 4.66667 ; 136.571 ; 32.0714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::SegmentMerger ; 51 ; 6 ; 0 ; 11 ; 1172.0 ; 174.0 ; 22.9804 ; 637.0 ; 75.0 ; 12.4902 ; 535.0 ; 107.0 ; 10.4902 ; 368.143 ; 235.447 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::utils::ExtractReuters ; 3 ; 0 ; 0 ; 3 ; 2.0 ; 1.0 ; 0.666667 ; 1.0 ; 1 ; 0.333333 ; 1.0 ; 1.0 ; 0.333333 ; 99.0 ; 8.64286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::util::PriorityQueue ; 9 ; 2 ; 0 ; 7 ; 99.0 ; 35.0 ; 11.0 ; 92.0 ; 51.0 ; 10.2222 ; 7.0 ; 26.0 ; 0.777778 ; 368.143 ; 192.729 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::ResetInputsTask ; 2 ; 0 ; 0 ; 2 ; 49.0 ; 48.0 ; 24.5 ; 49.0 ; 48.0 ; 24.5 ; 0.0 ; 0.0 ; 0.0 ; 90.5714 ; 11.0554 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermVectorEntryFreqSortedComparator ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 63.2857 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::LogDocMergePolicy ; 2 ; 1 ; 0 ; 1 ; 5.0 ; 4.0 ; 2.5 ; 19.0 ; 18.0 ; 9.5 ; -14.0 ; 0 ; -7.0 ; 55.1429 ; 1.94286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::quality::QualityBenchmark ; 2 ; 0 ; 0 ; 1 ; 42.0 ; 41.0 ; 21.0 ; 5.0 ; 4.0 ; 2.5 ; 37.0 ; 37.0 ; 18.5 ; 62.7143 ; 22.3129 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::function::ValueSource ; 3 ; 0 ; 0 ; 3 ; 2.0 ; 1.0 ; 0.666667 ; 3.0 ; 1.0 ; 1.0 ; -1.0 ; 0.0 ; -0.333333 ; 70.1429 ; 4.64286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::store::VerifyingLockFactory ; 2 ; 0 ; 0 ; 1 ; 2.0 ; 1.0 ; 1.0 ; 2.0 ; 1.0 ; 1.0 ; 0.0 ; 0.0 ; 0.0 ; 53.0 ; 3.07143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermsHashPerThread ; 2 ; 1 ; 1 ; 1 ; 8.0 ; 7.0 ; 4.0 ; 3.0 ; 2.0 ; 1.5 ; 5.0 ; 5.0 ; 2.5 ; 11.7143 ; 2.375 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::ReusableStringReader ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 30.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::tartarus::snowball::ext::NorwegianStemmer ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 6.57143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::TopFieldDocCollector ; 6 ; 0 ; 0 ; 6 ; 22.0 ; 14.0 ; 3.66667 ; 12.0 ; 5.0 ; 2.0 ; 10.0 ; 13.0 ; 1.66667 ; 144.286 ; 83.3571 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::sinks::DateRecognizerSinkTokenizer ; 2 ; 0 ; 0 ; 2 ; 3.0 ; 2.0 ; 1.5 ; 3.0 ; 2.0 ; 1.5 ; 0.0 ; 0.0 ; 0.0 ; 43.7143 ; 24.4762 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::xmlparser::QueryBuilderFactory ; 4 ; 1 ; 0 ; 2 ; 23.0 ; 16.0 ; 5.75 ; 6.0 ; 3.0 ; 1.5 ; 17.0 ; 15.0 ; 4.25 ; 136.571 ; 48.8385 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::feeds::EnwikiDocMaker ; 5 ; 2 ; 0 ; 2 ; 79.0 ; 29.0 ; 15.8 ; 26.0 ; 14.0 ; 5.2 ; 53.0 ; 16.0 ; 10.6 ; 60.8571 ; 21.9114 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::DisjunctionMaxScorer ; 7 ; 0 ; 0 ; 5 ; 292.0 ; 195.0 ; 41.7143 ; 312.0 ; 195.0 ; 44.5714 ; -20.0 ; 7.0 ; -2.85714 ; 151.0 ; 89.7378 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::BooleanQuery ; 56 ; 15 ; 0 ; 9 ; 758.0 ; 98.0 ; 13.5357 ; 465.0 ; 73.0 ; 8.30357 ; 293.0 ; 55.0 ; 5.23214 ; 368.143 ; 166.469 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::DocInverterPerThread ; 1 ; 0 ; 1 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 11.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::index::TermBuffer ; 3 ; 0 ; 0 ; 3 ; 63.0 ; 56.0 ; 21.0 ; 43.0 ; 37.0 ; 14.3333 ; 20.0 ; 19.0 ; 6.66667 ; 208.714 ; 171.002 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::util::DocIdBitSet ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 35.5714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::TokenFilter ; 10 ; 0 ; 0 ; 5 ; 40.0 ; 13.0 ; 4.0 ; 66.0 ; 51.0 ; 6.6 ; -26.0 ; 9.0 ; -2.6 ; 368.143 ; 185.707 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::cjk::CJKTokenizer ; 4 ; 1 ; 0 ; 2 ; 4 ; 1 ; 1.0 ; 4 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 250.143 ; 10.5714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::search::Query ; 27 ; 9 ; 0 ; 8 ; 316.0 ; 91.0 ; 11.7037 ; 210.0 ; 55.0 ; 7.77778 ; 106.0 ; 43.0 ; 3.92593 ; 368.143 ; 102.066 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::analysis::CachingTokenFilter ; 4 ; 0 ; 0 ; 2 ; 90.0 ; 72.0 ; 22.5 ; 85.0 ; 72.0 ; 21.25 ; 5.0 ; 4.0 ; 1.25 ; 75.4286 ; 51.7698 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::tasks::SearchWithSortTask ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 4.14286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::byTask::feeds::TrecDocMaker ; 10 ; 3 ; 0 ; 3 ; 326.0 ; 221.0 ; 32.6 ; 297.0 ; 221.0 ; 29.7 ; 29.0 ; 10.0 ; 2.9 ; 86.2857 ; 9.94741 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::benchmark::quality::trec::Trec1MQReader ; 1 ; 0 ; 0 ; 1 ; 1 ; 1 ; 1.0 ; 1 ; 1 ; 1.0 ; 0 ; 0 ; 0.0 ; 39.8571 ; 0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::apache::lucene::demo::HTMLDocument ; 12 ; 1 ; 0 ; 6 ; 79.0 ; 18.0 ; 6.58333 ; 114.0 ; 51.0 ; 9.5 ; -35.0 ; 7.0 ; -2.91667 ; 349.571 ; 155.192 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
