classname ; numberOfVersionsUntil: ; numberOfFixesUntil: ; numberOfRefactoringsUntil: ; numberOfAuthorsUntil: ; linesAddedUntil: ; maxLinesAddedUntil: ; avgLinesAddedUntil: ; linesRemovedUntil: ; maxLinesRemovedUntil: ; avgLinesRemovedUntil: ; codeChurnUntil: ; maxCodeChurnUntil: ; avgCodeChurnUntil: ; ageWithRespectTo: ; weightedAgeWithRespectTo: ; bugs ; nonTrivialBugs ; majorBugs ; criticalBugs ; highPriorityBugs ; 
org::eclipse::pde::internal::ui::wizards::tools::ConvertProjectsAction ; 13 ; 0 ; 0 ; 5 ; 94.0 ; 34.0 ; 7.23077 ; 88.0 ; 23.0 ; 6.76923 ; 6.0 ; 11.0 ; 0.461538 ; 213.286 ; 30.4088 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::elements::ListContentProvider ; 7 ; 1 ; 0 ; 6 ; 25.0 ; 10.0 ; 3.57143 ; 19.0 ; 8.0 ; 2.71429 ; 6.0 ; 6.0 ; 0.857143 ; 335.286 ; 167.829 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::plugin::PluginNode ; 4 ; 0 ; 0 ; 2 ; 96.0 ; 46.0 ; 24.0 ; 2.0 ; 2.0 ; 0.5 ; 94.0 ; 46.0 ; 23.5 ; 151.143 ; 5.06548 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::parts::FormBrowser ; 11 ; 1 ; 0 ; 6 ; 92.0 ; 23.0 ; 8.36364 ; 84.0 ; 48.0 ; 7.63636 ; 8.0 ; 12.0 ; 0.727273 ; 335.286 ; 144.776 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::target::TargetDefinitionFromPlatformOperation ; 7 ; 0 ; 0 ; 3 ; 53.0 ; 18.0 ; 7.57143 ; 36.0 ; 24.0 ; 5.14286 ; 17.0 ; 18.0 ; 2.42857 ; 136.286 ; 40.0943 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::text::PDEQuickAssistAssistant ; 12 ; 2 ; 0 ; 4 ; 145.0 ; 37.0 ; 12.0833 ; 91.0 ; 34.0 ; 7.58333 ; 54.0 ; 26.0 ; 4.5 ; 130.857 ; 85.5951 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSInputContext ; 5 ; 0 ; 0 ; 2 ; 119.0 ; 54.0 ; 23.8 ; 123.0 ; 100.0 ; 24.6 ; -4.0 ; 46.0 ; -0.8 ; 105.857 ; 47.3061 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::correction::ExternalizeStringsResolution ; 6 ; 3 ; 1 ; 3 ; 40.0 ; 25.0 ; 6.66667 ; 24.0 ; 13.0 ; 4.0 ; 16.0 ; 19.0 ; 2.66667 ; 130.429 ; 11.8607 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSAction ; 9 ; 0 ; 0 ; 2 ; 233.0 ; 160.0 ; 25.8889 ; 255.0 ; 160.0 ; 28.3333 ; -22.0 ; 160.0 ; -2.44444 ; 59.2857 ; 0.896383 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::toc::NewTocFileWizard ; 5 ; 0 ; 0 ; 3 ; 154.0 ; 71.0 ; 30.8 ; 19.0 ; 12.0 ; 3.8 ; 135.0 ; 71.0 ; 27.0 ; 61.1429 ; 2.33024 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::ImportPackageSection ; 67 ; 2 ; 1 ; 6 ; 2508.0 ; 489.0 ; 37.4328 ; 1324.0 ; 549.0 ; 19.7612 ; 1184.0 ; 423.0 ; 17.6716 ; 181.0 ; 52.4617 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::toc::TocFileValidator ; 7 ; 0 ; 0 ; 4 ; 372.0 ; 174.0 ; 53.1429 ; 125.0 ; 92.0 ; 17.8571 ; 247.0 ; 174.0 ; 35.2857 ; 61.1429 ; 2.46697 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::provisioner::update::UpdateSiteProvisionerPage ; 9 ; 0 ; 1 ; 3 ; 118.0 ; 26.0 ; 13.1111 ; 72.0 ; 47.0 ; 8.0 ; 46.0 ; 19.0 ; 5.11111 ; 83.2857 ; 8.51574 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::toc::TocDropAdapter ; 11 ; 0 ; 0 ; 4 ; 574.0 ; 223.0 ; 52.1818 ; 123.0 ; 95.0 ; 11.1818 ; 451.0 ; 223.0 ; 41.0 ; 61.1429 ; 5.70508 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::templates::ide::DecoratorTemplate ; 5 ; 0 ; 1 ; 4 ; 59.0 ; 56.0 ; 11.8 ; 84.0 ; 81.0 ; 16.8 ; -25.0 ; 0.0 ; -5.0 ; 95.5714 ; 57.2784 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::runtime::OverlayIcon ; 9 ; 1 ; 0 ; 6 ; 188.0 ; 116.0 ; 20.8889 ; 177.0 ; 116.0 ; 19.6667 ; 11.0 ; 6.0 ; 1.22222 ; 362.0 ; 297.757 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::bundle::RequireBundleObject ; 6 ; 1 ; 0 ; 4 ; 60.0 ; 30.0 ; 10.0 ; 40.0 ; 32.0 ; 6.66667 ; 20.0 ; 24.0 ; 3.33333 ; 150.429 ; 84.6548 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::target::LocationsSection ; 14 ; 1 ; 0 ; 4 ; 156.0 ; 56.0 ; 11.1429 ; 136.0 ; 74.0 ; 9.71429 ; 20.0 ; 21.0 ; 1.42857 ; 137.143 ; 65.6273 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::search::dependencies::CalculateUsesAction ; 2 ; 0 ; 0 ; 1 ; 8.0 ; 8.0 ; 4.0 ; 14.0 ; 14.0 ; 7.0 ; -6.0 ; 0.0 ; -3.0 ; 83.8571 ; 49.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::target::TargetDefinitionSection ; 14 ; 1 ; 0 ; 4 ; 327.0 ; 142.0 ; 23.3571 ; 174.0 ; 69.0 ; 12.4286 ; 153.0 ; 137.0 ; 10.9286 ; 144.286 ; 29.5933 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::cheatsheet::comp::CompCSInputContext ; 3 ; 0 ; 0 ; 2 ; 13.0 ; 9.0 ; 4.33333 ; 23.0 ; 21.0 ; 7.66667 ; -10.0 ; 2.0 ; -3.33333 ; 99.2857 ; 46.1099 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::toc::TocTreeSection ; 23 ; 0 ; 0 ; 5 ; 3117.0 ; 1110.0 ; 135.522 ; 802.0 ; 376.0 ; 34.8696 ; 2315.0 ; 1110.0 ; 100.652 ; 61.1429 ; 4.58729 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::refactoring::RefactoringPluginInfo ; 3 ; 0 ; 1 ; 1 ; 14.0 ; 10.0 ; 4.66667 ; 4.0 ; 4.0 ; 1.33333 ; 10.0 ; 10.0 ; 3.33333 ; 45.8571 ; 5.4898 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::util::IdUtil ; 13 ; 0 ; 1 ; 5 ; 162.0 ; 53.0 ; 12.4615 ; 59.0 ; 40.0 ; 4.53846 ; 103.0 ; 53.0 ; 7.92308 ; 181.143 ; 97.9771 ; 3 ; 0 ; 2 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::feature::PluginDetailsSection ; 9 ; 0 ; 0 ; 5 ; 76.0 ; 25.0 ; 8.44444 ; 74.0 ; 26.0 ; 8.22222 ; 2.0 ; 22.0 ; 0.222222 ; 188.429 ; 99.1654 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::tests::macro::ToggleStructuredCommand ; 4 ; 0 ; 0 ; 3 ; 9.0 ; 6.0 ; 2.25 ; 14.0 ; 6.0 ; 3.5 ; -5.0 ; 1.0 ; -1.25 ; 183.857 ; 100.286 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::target::LocationInfo ; 7 ; 0 ; 0 ; 3 ; 41.0 ; 15.0 ; 5.85714 ; 22.0 ; 8.0 ; 3.14286 ; 19.0 ; 10.0 ; 2.71429 ; 144.0 ; 20.1185 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::nls::ExternalizeStringsWizard ; 9 ; 0 ; 0 ; 3 ; 104.0 ; 45.0 ; 11.5556 ; 24.0 ; 19.0 ; 2.66667 ; 80.0 ; 45.0 ; 8.88889 ; 154.857 ; 9.81319 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::templates::osgi::OSGiSimpleLogServiceNewWizard ; 2 ; 0 ; 1 ; 2 ; 3.0 ; 3.0 ; 1.5 ; 4.0 ; 4.0 ; 2.0 ; -1.0 ; 0.0 ; -0.5 ; 95.5714 ; 58.5714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSItem ; 13 ; 0 ; 0 ; 3 ; 463.0 ; 293.0 ; 35.6154 ; 501.0 ; 293.0 ; 38.5385 ; -38.0 ; 293.0 ; -2.92308 ; 59.2857 ; 1.1623 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSSubItemDetails ; 24 ; 0 ; 0 ; 3 ; 215.0 ; 27.0 ; 8.95833 ; 461.0 ; 279.0 ; 19.2083 ; -246.0 ; 22.0 ; -10.25 ; 104.286 ; 20.0897 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::builders::BuildErrorReporter ; 38 ; 3 ; 0 ; 5 ; 636.0 ; 112.0 ; 16.7368 ; 415.0 ; 83.0 ; 10.9211 ; 221.0 ; 59.0 ; 5.81579 ; 133.571 ; 33.6534 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::schema::SchemaAttribute ; 34 ; 2 ; 0 ; 8 ; 446.0 ; 243.0 ; 13.1176 ; 417.0 ; 176.0 ; 12.2647 ; 29.0 ; 67.0 ; 0.852941 ; 335.286 ; 160.52 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::site::NewSiteProjectCreationOperation ; 14 ; 0 ; 0 ; 4 ; 133.0 ; 35.0 ; 9.5 ; 118.0 ; 48.0 ; 8.42857 ; 15.0 ; 12.0 ; 1.07143 ; 194.143 ; 49.3136 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::ui::launcher::OSGiLaunchConfigurationDelegate ; 3 ; 0 ; 1 ; 2 ; 13.0 ; 9.0 ; 4.33333 ; 18.0 ; 16.0 ; 6.0 ; -5.0 ; 2.0 ; -1.66667 ; 104.429 ; 48.9231 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSModel ; 3 ; 0 ; 0 ; 2 ; 12.0 ; 11.0 ; 4.0 ; 17.0 ; 17.0 ; 5.66667 ; -5.0 ; 1.0 ; -1.66667 ; 102.0 ; 61.0238 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::cheatsheet::simple::SimpleCSPerformWhen ; 9 ; 0 ; 0 ; 2 ; 131.0 ; 98.0 ; 14.5556 ; 135.0 ; 98.0 ; 15.0 ; -4.0 ; 98.0 ; -0.444444 ; 59.2857 ; 0.994547 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::AbstractModelManager ; 8 ; 0 ; 0 ; 4 ; 126.0 ; 60.0 ; 15.75 ; 24.0 ; 13.0 ; 3.0 ; 102.0 ; 60.0 ; 12.75 ; 92.5714 ; 11.1236 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::schema::SchemaInputContextManager ; 7 ; 0 ; 0 ; 4 ; 21.0 ; 10.0 ; 3.0 ; 23.0 ; 16.0 ; 3.28571 ; -2.0 ; 10.0 ; -0.285714 ; 227.429 ; 26.0408 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::schema::SchemaSpecSection ; 25 ; 1 ; 0 ; 8 ; 297.0 ; 89.0 ; 11.88 ; 315.0 ; 129.0 ; 12.6 ; -18.0 ; 26.0 ; -0.72 ; 335.286 ; 162.38 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::builders::XMLErrorReporter ; 15 ; 2 ; 0 ; 3 ; 217.0 ; 61.0 ; 14.4667 ; 119.0 ; 65.0 ; 7.93333 ; 98.0 ; 52.0 ; 6.53333 ; 133.571 ; 32.6182 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::product::ProductModelFactory ; 14 ; 0 ; 0 ; 4 ; 78.0 ; 13.0 ; 5.57143 ; 27.0 ; 13.0 ; 1.92857 ; 51.0 ; 12.0 ; 3.64286 ; 191.143 ; 47.3278 ; 1 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::actions::PDEActionConstants ; 5 ; 0 ; 0 ; 4 ; 5.0 ; 2.0 ; 1.0 ; 3.0 ; 2.0 ; 0.6 ; 2.0 ; 2.0 ; 0.4 ; 110.143 ; 29.6857 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::NewElementAction ; 25 ; 1 ; 0 ; 7 ; 250.0 ; 142.0 ; 10.0 ; 377.0 ; 122.0 ; 15.08 ; -127.0 ; 23.0 ; -5.08 ; 227.429 ; 56.7046 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::schema::SchemaSourcePage ; 20 ; 1 ; 0 ; 8 ; 138.0 ; 25.0 ; 6.9 ; 88.0 ; 14.0 ; 4.4 ; 50.0 ; 21.0 ; 2.5 ; 335.286 ; 155.316 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::text::PDEWordFinder ; 2 ; 0 ; 0 ; 2 ; 13.0 ; 13.0 ; 6.5 ; 16.0 ; 16.0 ; 8.0 ; -3.0 ; 0.0 ; -1.5 ; 92.2857 ; 58.1429 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::ctxhelp::CtxHelpEditor ; 3 ; 0 ; 0 ; 1 ; 72.0 ; 55.0 ; 24.0 ; 8.0 ; 6.0 ; 2.66667 ; 64.0 ; 53.0 ; 21.3333 ; 33.4286 ; 11.8611 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::nls::ExternalizeStringsLabelProvider ; 10 ; 0 ; 0 ; 3 ; 129.0 ; 64.0 ; 12.9 ; 33.0 ; 21.0 ; 3.3 ; 96.0 ; 64.0 ; 9.6 ; 154.857 ; 7.37542 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::util::OverlayIcon ; 7 ; 1 ; 0 ; 6 ; 20.0 ; 10.0 ; 2.85714 ; 17.0 ; 4.0 ; 2.42857 ; 3.0 ; 6.0 ; 0.428571 ; 335.286 ; 134.5 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::parts::StatusInfo ; 7 ; 3 ; 0 ; 6 ; 47.0 ; 28.0 ; 6.71429 ; 38.0 ; 29.0 ; 5.42857 ; 9.0 ; 10.0 ; 1.28571 ; 304.429 ; 192.79 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::RequiredPluginsClasspathContainer ; 101 ; 1 ; 0 ; 7 ; 1457.0 ; 263.0 ; 14.4257 ; 811.0 ; 103.0 ; 8.0297 ; 646.0 ; 247.0 ; 6.39604 ; 313.571 ; 150.749 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::tests::macro::WindowCommandTarget ; 2 ; 0 ; 0 ; 2 ; 2.0 ; 2.0 ; 1.0 ; 2.0 ; 2.0 ; 1.0 ; 0.0 ; 0.0 ; 0.0 ; 183.857 ; 148.0 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::feature::URLDetailsSection ; 4 ; 0 ; 0 ; 3 ; 18.0 ; 9.0 ; 4.5 ; 48.0 ; 26.0 ; 12.0 ; -30.0 ; 0.0 ; -7.5 ; 188.429 ; 80.5714 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::context::XMLInputContext ; 33 ; 0 ; 1 ; 7 ; 312.0 ; 65.0 ; 9.45454 ; 252.0 ; 80.0 ; 7.63636 ; 60.0 ; 26.0 ; 1.81818 ; 227.429 ; 124.027 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::feature::CreateFeatureProjectOperation ; 4 ; 0 ; 0 ; 2 ; 13.0 ; 10.0 ; 3.25 ; 4.0 ; 2.0 ; 1.0 ; 9.0 ; 10.0 ; 2.25 ; 133.429 ; 21.7253 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::SimpleCSBlock ; 10 ; 0 ; 0 ; 2 ; 163.0 ; 51.0 ; 16.3 ; 120.0 ; 33.0 ; 12.0 ; 43.0 ; 37.0 ; 4.3 ; 105.857 ; 21.4733 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::ExtensionAttributePointDectector ; 5 ; 0 ; 0 ; 2 ; 58.0 ; 26.0 ; 11.6 ; 109.0 ; 60.0 ; 21.8 ; -51.0 ; 0.0 ; -10.2 ; 95.0 ; 31.399 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::bundle::ExecutionEnvironment ; 6 ; 1 ; 0 ; 4 ; 9.0 ; 4.0 ; 1.5 ; 4.0 ; 2.0 ; 0.666667 ; 5.0 ; 3.0 ; 0.833333 ; 143.571 ; 54.0159 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::contentassist::TypeCompletionProposal ; 13 ; 2 ; 0 ; 4 ; 128.0 ; 46.0 ; 9.84615 ; 49.0 ; 17.0 ; 3.76923 ; 79.0 ; 45.0 ; 6.07692 ; 117.429 ; 12.1808 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::correction::RemoveImportPackageResolution ; 4 ; 1 ; 1 ; 3 ; 15.0 ; 10.0 ; 3.75 ; 7.0 ; 6.0 ; 1.75 ; 8.0 ; 10.0 ; 2.0 ; 150.429 ; 47.819 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::util::TemplateFileGenerator ; 4 ; 0 ; 0 ; 2 ; 93.0 ; 81.0 ; 23.25 ; 134.0 ; 127.0 ; 33.5 ; -41.0 ; 6.0 ; -10.25 ; 77.1429 ; 37.5668 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::product::TextEditUtilities ; 11 ; 0 ; 1 ; 4 ; 52.0 ; 14.0 ; 4.72727 ; 41.0 ; 18.0 ; 3.72727 ; 11.0 ; 10.0 ; 1.0 ; 187.429 ; 79.2912 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::commands::CommandCopyFilter ; 3 ; 0 ; 0 ; 2 ; 51.0 ; 47.0 ; 17.0 ; 45.0 ; 41.0 ; 15.0 ; 6.0 ; 6.0 ; 2.0 ; 104.857 ; 66.1317 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::correction::UnsupportedSingletonDirectiveResolution ; 3 ; 0 ; 0 ; 2 ; 5.0 ; 3.0 ; 1.66667 ; 7.0 ; 5.0 ; 2.33333 ; -2.0 ; 0.0 ; -0.666667 ; 126.571 ; 55.4571 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::cheatsheet::RegisterSimpleCSWizardPage ; 3 ; 0 ; 0 ; 2 ; 17.0 ; 14.0 ; 5.66667 ; 3.0 ; 3.0 ; 1.0 ; 14.0 ; 14.0 ; 4.66667 ; 97.4286 ; 12.3445 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::cheatsheet::comp::CompCSTaskGroup ; 4 ; 0 ; 0 ; 2 ; 81.0 ; 29.0 ; 20.25 ; 33.0 ; 33.0 ; 8.25 ; 48.0 ; 29.0 ; 12.0 ; 102.0 ; 23.1517 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::product::JREInfo ; 10 ; 0 ; 1 ; 1 ; 272.0 ; 97.0 ; 27.2 ; 227.0 ; 153.0 ; 22.7 ; 45.0 ; 75.0 ; 4.5 ; 84.5714 ; 28.0924 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::product::RemoveSplashHandlerBindingAction ; 3 ; 0 ; 0 ; 2 ; 93.0 ; 47.0 ; 31.0 ; 68.0 ; 64.0 ; 22.6667 ; 25.0 ; 43.0 ; 8.33333 ; 76.0 ; 24.6743 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::text::XMLWhitespaceDetector ; 6 ; 0 ; 0 ; 5 ; 7.0 ; 3.0 ; 1.16667 ; 8.0 ; 3.0 ; 1.33333 ; -1.0 ; 0.0 ; -0.166667 ; 241.0 ; 62.9592 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::SourceOutlinePage ; 23 ; 0 ; 0 ; 7 ; 232.0 ; 64.0 ; 10.087 ; 131.0 ; 30.0 ; 5.69565 ; 101.0 ; 64.0 ; 4.3913 ; 227.429 ; 99.9187 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::JavaAttributeWizard ; 15 ; 0 ; 0 ; 6 ; 166.0 ; 53.0 ; 11.0667 ; 153.0 ; 57.0 ; 10.2 ; 13.0 ; 10.0 ; 0.866667 ; 227.429 ; 101.021 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::ExtensionDeltaEvent ; 4 ; 1 ; 0 ; 2 ; 73.0 ; 35.0 ; 18.25 ; 3.0 ; 3.0 ; 0.75 ; 70.0 ; 35.0 ; 17.5 ; 64.0 ; 5.87084 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::text::bundle::FragmentHostHeader ; 5 ; 0 ; 0 ; 2 ; 86.0 ; 41.0 ; 17.2 ; 4.0 ; 4.0 ; 0.8 ; 82.0 ; 41.0 ; 16.4 ; 151.0 ; 5.54651 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::PDEProjectionViewer ; 2 ; 0 ; 0 ; 2 ; 17.0 ; 17.0 ; 8.5 ; 25.0 ; 25.0 ; 12.5 ; -8.0 ; 0.0 ; -4.0 ; 92.2857 ; 58.1429 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::build::BuildModelFactory ; 7 ; 1 ; 0 ; 6 ; 27.0 ; 10.0 ; 3.85714 ; 19.0 ; 8.0 ; 2.71429 ; 8.0 ; 6.0 ; 1.14286 ; 335.286 ; 169.429 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::PDEManager ; 13 ; 1 ; 0 ; 4 ; 254.0 ; 102.0 ; 19.5385 ; 66.0 ; 19.0 ; 5.07692 ; 188.0 ; 102.0 ; 14.4615 ; 154.143 ; 12.8639 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::target::LocationDialog ; 14 ; 1 ; 0 ; 4 ; 103.0 ; 36.0 ; 7.35714 ; 91.0 ; 52.0 ; 6.5 ; 12.0 ; 18.0 ; 0.857143 ; 137.143 ; 63.9806 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::refactoring::PDERefactor ; 2 ; 0 ; 0 ; 1 ; 2.0 ; 2.0 ; 1.0 ; 2.0 ; 2.0 ; 1.0 ; 0.0 ; 0.0 ; 0.0 ; 58.8571 ; 24.7143 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::views::dependencies::CalleesTreeContentProvider ; 6 ; 0 ; 1 ; 2 ; 35.0 ; 17.0 ; 5.83333 ; 35.0 ; 14.0 ; 5.83333 ; 0.0 ; 5.0 ; 0.0 ; 108.143 ; 42.6857 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::build::BuildPage ; 25 ; 1 ; 0 ; 8 ; 320.0 ; 157.0 ; 12.8 ; 186.0 ; 46.0 ; 7.44 ; 134.0 ; 147.0 ; 5.36 ; 335.286 ; 146.28 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::wizards::tools::OrganizeManifestsAction ; 8 ; 0 ; 0 ; 3 ; 48.0 ; 12.0 ; 6.0 ; 37.0 ; 18.0 ; 4.625 ; 11.0 ; 10.0 ; 1.375 ; 135.0 ; 49.6696 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::cheatsheet::simple::details::SimpleCSDetails ; 17 ; 0 ; 0 ; 2 ; 126.0 ; 25.0 ; 7.41176 ; 104.0 ; 29.0 ; 6.11765 ; 22.0 ; 20.0 ; 1.29412 ; 104.286 ; 27.9819 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::plugin::ManifestSourcePage ; 47 ; 1 ; 2 ; 7 ; 468.0 ; 68.0 ; 9.95745 ; 347.0 ; 73.0 ; 7.38298 ; 121.0 ; 28.0 ; 2.57447 ; 227.429 ; 118.513 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::core::util::PropertiesUtil ; 15 ; 0 ; 0 ; 5 ; 187.0 ; 72.0 ; 12.4667 ; 104.0 ; 44.0 ; 6.93333 ; 83.0 ; 60.0 ; 5.53333 ; 258.857 ; 114.778 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::internal::ui::editor::contentassist::display::HTML2TextReader ; 3 ; 1 ; 0 ; 2 ; 56.0 ; 55.0 ; 18.6667 ; 67.0 ; 66.0 ; 22.3333 ; -11.0 ; 0.0 ; -3.66667 ; 110.857 ; 75.3597 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
org::eclipse::pde::ui::launcher::TracingTab ; 15 ; 0 ; 0 ; 4 ; 572.0 ; 388.0 ; 38.1333 ; 357.0 ; 329.0 ; 23.8 ; 215.0 ; 388.0 ; 14.3333 ; 156.571 ; 6.12712 ; 0 ; 0 ; 0 ; 0 ; 0 ; 
