%%-*- text -*-
%
%  -- Topic: This is the defect prediction data for Eclipse 3.4 SWT, which
%            includes size, complexity, object-oriented metrics, and change metric data.
% 
%  -- Date:  June 2010

@relation 'eclipse34_swt'

@attribute LOC numeric
@attribute AverageComplexity numeric
@attribute MaximumComplexity numeric
@attribute LCOM numeric
@attribute DIT numeric
@attribute IFANIN numeric
@attribute CBO numeric
@attribute NOC numeric
@attribute RFC numeric
@attribute NIM numeric
@attribute NIV numeric
@attribute NCM numeric
@attribute NCV numeric
@attribute WMC numeric
@attribute change_times numeric
@attribute plus numeric
@attribute minus numeric
@attribute isDefective {TRUE,FALSE}

@data
4,1,1,0,1,1,1,4,2,2,0,0,0,2,14,49,82,FALSE
178,3,18,66,1,1,24,0,9,9,4,0,0,9,11,42,275,FALSE
3,1,1,0,1,1,1,2,1,1,0,0,0,1,11,65,75,FALSE
151,7,17,0,2,1,8,0,8,5,0,0,0,5,17,231,265,FALSE
27,3,5,16,1,1,3,0,2,2,6,0,0,2,5,1,10,FALSE
7,1,1,0,1,1,1,1,5,5,0,0,0,5,8,31,82,FALSE
54,6,14,0,2,1,9,0,6,3,0,0,0,3,9,88,88,FALSE
3,1,1,0,1,1,1,1,1,1,0,0,0,1,25,95,112,FALSE
522,4,12,80,1,2,8,0,32,32,11,0,1,32,38,1944,1148,FALSE
4,1,1,0,1,1,1,1,2,2,0,0,0,2,6,7,74,FALSE
3,1,1,0,1,1,1,0,1,1,0,0,0,1,5,17,22,FALSE
12,1,2,50,1,1,0,0,2,2,1,0,0,2,8,41,47,FALSE
160,11,20,0,2,1,10,0,6,3,0,0,0,3,15,254,270,FALSE
84,8,19,66,2,1,8,0,6,3,1,0,2,3,13,127,312,FALSE
13,1,1,0,0,0,1,3,11,11,0,0,0,11,24,477,321,FALSE
24,1,1,100,2,1,4,0,4,1,18,0,0,1,25,99,89,FALSE
69,6,12,0,2,1,23,0,5,2,0,0,0,2,30,212,183,FALSE
406,2,15,89,5,1,21,0,512,46,6,1,4,47,61,1954,1317,FALSE
132,3,10,55,2,1,10,0,16,9,5,0,0,9,38,553,612,FALSE
361,2,16,83,3,1,12,0,214,43,12,0,0,43,47,1639,1399,FALSE
5,1,1,0,1,1,2,1,3,3,0,0,0,3,20,187,162,FALSE
165,8,20,0,2,1,9,0,8,5,0,0,0,5,9,209,240,FALSE
500,6,14,77,2,1,23,0,21,16,23,1,6,17,37,1108,1176,FALSE
100,10,19,50,2,1,15,0,5,2,1,0,0,2,21,193,157,FALSE
8,1,1,0,1,1,1,5,6,6,0,0,0,6,22,648,481,FALSE
10,1,1,66,1,1,0,0,3,3,1,0,0,3,10,59,28,FALSE
3,1,1,0,1,1,1,0,1,1,0,0,0,1,15,62,68,FALSE
4,1,1,0,1,1,1,37,2,2,0,0,0,2,15,72,78,FALSE
3,1,1,0,1,1,1,227,1,1,0,0,0,1,15,63,69,FALSE
3,1,1,0,1,1,1,0,1,1,0,0,0,1,2,0,40,FALSE
4,1,1,0,1,1,1,1,2,2,0,0,0,2,1,0,0,FALSE
4,1,1,0,1,1,1,47,2,2,0,0,0,2,15,72,78,FALSE
3,1,1,0,1,1,1,18,1,1,0,0,0,1,15,64,70,FALSE
4,1,1,0,1,1,1,57,2,2,0,0,0,2,15,71,77,FALSE
3,1,1,0,1,1,1,2,1,1,0,0,0,1,2,0,42,FALSE
4,1,1,0,1,1,1,5,2,2,0,0,0,2,17,78,84,FALSE
3,1,1,0,1,1,1,271,1,1,0,0,0,1,15,62,68,FALSE
5,1,1,0,1,1,1,42,3,3,0,0,0,3,18,83,89,FALSE
3,1,1,0,1,1,1,30,1,1,0,0,0,1,15,62,68,FALSE
5,1,1,0,1,1,1,13,3,3,0,0,0,3,16,81,87,FALSE
3,1,1,0,1,1,1,0,1,1,0,0,0,1,2,0,41,FALSE
3,1,1,0,1,1,1,60,1,1,0,0,0,1,15,63,69,FALSE
4,1,1,0,1,1,1,214,2,2,0,0,0,2,19,106,118,FALSE
7,1,1,0,1,1,1,5,5,5,0,0,0,5,17,99,105,FALSE
3,1,1,0,1,1,1,40,1,1,0,0,0,1,15,68,74,FALSE
4,1,1,0,1,1,1,10,2,2,0,0,0,2,17,79,85,FALSE
3,1,1,0,1,1,1,6,1,1,0,0,0,1,17,74,80,FALSE
48,0,0,0,7,1,0,1,0,0,7,0,0,0,85,243,324,FALSE
4,1,1,0,0,0,1,3,2,2,0,0,0,2,17,74,92,FALSE
8,1,1,0,1,1,2,0,2,0,0,2,0,2,6,3,7,FALSE
3,1,1,0,1,1,1,0,1,1,0,0,0,1,15,67,73,FALSE
305,1,1,100,4,1,9,0,2475,0,0,67,58,67,25,441,676,FALSE
8,0,0,0,1,1,0,0,0,0,6,0,0,0,7,15,23,FALSE
15,0,0,0,1,1,0,0,0,0,13,0,0,0,7,23,40,FALSE
5,0,0,0,1,1,0,0,0,0,3,0,0,0,5,3,6,FALSE
25,0,0,0,1,1,0,0,0,0,23,0,0,0,7,33,60,FALSE
5,0,0,0,1,1,0,0,0,0,3,0,0,0,7,13,20,FALSE
10,0,0,0,1,1,0,0,0,0,8,0,0,0,7,18,30,FALSE
22,0,0,0,1,1,0,0,0,0,20,0,0,0,7,30,54,FALSE
3,0,0,0,1,1,0,0,0,0,1,0,0,0,7,11,16,FALSE
34,1,1,100,2,1,1,9,23,0,0,23,1,23,9,31,55,FALSE
1306,1,1,100,2,1,5,0,281,0,0,281,68,281,20,261,1639,FALSE
8,0,0,0,1,1,1,0,0,0,5,0,1,0,6,22,31,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,3,0,2,FALSE
6,0,0,0,1,1,1,0,0,0,3,0,1,0,3,0,1,FALSE
9,0,0,0,1,1,1,0,0,0,6,0,1,0,2,1,1,FALSE
67,1,7,90,1,1,1,0,14,5,8,9,7,14,82,544,494,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,9,8,15,FALSE
13,0,0,0,1,1,0,0,0,0,10,0,1,0,10,38,46,FALSE
18,0,0,0,1,1,0,0,0,0,15,0,1,0,3,1,34,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,4,22,22,FALSE
11,0,0,0,1,1,0,0,0,0,8,0,1,0,9,32,45,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,5,2,3,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,5,2,3,FALSE
8,0,0,0,1,1,0,0,0,0,5,0,1,0,5,2,7,FALSE
9,0,0,0,1,1,0,1,0,0,6,0,1,0,9,27,37,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,9,8,15,FALSE
13,0,0,0,1,1,0,0,0,0,10,0,1,0,1,0,10,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,4,1,3,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,4,1,3,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,4,1,3,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,9,8,15,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,9,8,17,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,3,1,21,FALSE
24,0,0,0,1,1,0,0,0,0,21,0,1,0,9,8,34,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,9,8,15,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,2,1,1,FALSE
15,0,0,0,1,1,0,0,0,0,12,0,1,0,9,10,21,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,2,1,1,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,10,24,32,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,9,8,16,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,12,46,53,FALSE
8,0,0,0,1,1,0,0,0,0,5,0,1,0,2,1,6,FALSE
14,0,0,0,1,1,0,0,0,0,11,0,1,0,10,9,25,FALSE
11,0,0,0,1,1,0,0,0,0,8,0,1,0,9,28,40,FALSE
26,0,0,0,1,1,0,0,0,0,23,0,1,0,10,13,41,FALSE
23,0,0,0,1,1,0,0,0,0,20,0,1,0,9,45,65,FALSE
9,0,0,0,1,1,0,0,0,0,6,0,1,0,9,8,17,FALSE
24,0,0,0,1,1,0,0,0,0,21,0,1,0,9,42,59,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,2,1,2,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,2,1,2,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,4,5,27,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,9,12,19,FALSE
7,0,0,0,1,1,3,0,0,0,4,0,1,0,4,4,26,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,4,3,23,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,4,3,23,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,2,1,1,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,2,1,2,FALSE
4,0,0,0,1,1,0,0,0,0,1,0,1,0,2,1,1,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,2,1,1,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,2,1,1,FALSE
10,0,0,0,1,1,2,0,0,0,7,0,1,0,2,1,3,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,2,1,1,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,2,1,1,FALSE
8,0,0,0,1,1,0,0,0,0,5,0,1,0,2,1,1,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,2,1,1,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,2,1,1,FALSE
10,0,0,0,1,1,1,0,0,0,7,0,1,0,4,6,8,FALSE
9,0,0,0,1,1,1,0,0,0,6,0,1,0,4,7,9,FALSE
12,0,0,0,1,1,0,0,0,0,9,0,1,0,2,1,1,FALSE
19,0,0,0,1,1,3,0,0,0,16,0,1,0,2,1,11,FALSE
13,0,0,0,1,1,0,0,0,0,10,0,1,0,9,32,45,FALSE
17,0,0,0,1,1,0,0,0,0,14,0,1,0,1,0,14,FALSE
10,0,0,0,1,1,0,0,0,0,7,0,1,0,1,0,5,FALSE
12,0,0,0,1,1,0,0,0,0,9,0,1,0,10,10,20,FALSE
11,0,0,0,1,1,2,0,0,0,8,0,1,0,2,1,4,FALSE
17,0,0,0,1,1,0,0,0,0,14,0,1,0,9,10,27,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,3,1,21,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,2,1,3,FALSE
8,0,0,0,1,1,0,0,0,0,5,0,1,0,3,1,27,FALSE
8,0,0,0,1,1,0,0,0,0,5,0,1,0,3,1,24,FALSE
17,0,0,0,1,1,0,0,0,0,14,0,1,0,9,9,28,FALSE
15,0,0,0,2,1,0,0,0,0,12,0,1,0,9,32,39,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,6,2,7,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,6,2,3,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,9,8,13,FALSE
4,0,0,0,1,1,0,0,0,0,1,0,1,0,2,1,1,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,9,8,13,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,9,8,13,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,2,1,1,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,2,1,1,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,2,0,21,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,9,8,16,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,6,2,6,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,2,1,1,FALSE
170,1,1,100,2,1,1,0,37,0,0,37,5,37,15,267,469,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,7,30,31,FALSE
4,0,0,0,1,1,0,0,0,0,2,0,0,0,6,24,35,FALSE
4,0,0,0,1,1,2,0,0,0,2,0,0,0,6,24,35,FALSE
4,0,0,0,1,1,0,0,0,0,2,0,0,0,6,24,35,FALSE
723,7,36,84,1,1,0,0,28,27,4,1,0,28,8,1870,1880,FALSE
4,0,0,0,1,1,0,0,0,0,2,0,0,0,6,24,35,FALSE
2,0,0,0,6,1,0,0,624,0,0,0,0,0,9,32,39,FALSE
2,0,0,0,7,1,0,0,699,0,0,0,0,0,7,20,45,FALSE
2,0,0,0,8,1,0,0,727,0,0,0,0,0,7,20,45,FALSE
2,0,0,0,7,1,0,0,692,0,0,0,0,0,7,20,45,FALSE
2,0,0,0,7,1,0,0,674,0,0,0,0,0,7,20,45,FALSE
2,0,0,0,4,1,0,0,332,0,0,0,0,0,6,11,33,FALSE
2,0,0,0,4,1,0,0,330,0,0,0,0,0,5,15,40,FALSE
2,0,0,0,8,1,0,0,804,0,0,0,0,0,7,20,45,FALSE
8,1,1,0,3,1,0,0,275,2,0,0,0,2,7,61,63,FALSE
2,0,0,0,8,1,0,0,737,0,0,0,0,0,7,20,45,FALSE
2,0,0,0,6,1,0,0,621,0,0,0,0,0,7,30,37,FALSE
2,0,0,0,7,1,0,0,683,0,0,0,0,0,7,20,45,FALSE
8,1,1,0,6,1,0,0,651,2,0,0,0,2,7,49,55,FALSE
2,0,0,0,8,1,0,0,692,0,0,0,0,0,1,1,1,FALSE
2,0,0,0,7,1,0,0,690,0,0,0,0,0,7,20,45,FALSE
2,0,0,0,7,1,0,0,670,0,0,0,0,0,7,20,45,FALSE
2,0,0,0,7,1,0,0,776,0,0,0,0,0,7,20,45,FALSE
8,1,1,0,6,1,0,0,630,2,0,0,0,2,7,46,53,FALSE
2,0,0,0,3,1,0,0,273,0,0,0,0,0,7,42,45,FALSE
7,1,1,0,5,1,0,0,594,2,0,0,0,2,9,53,49,FALSE
2,0,0,0,3,1,0,0,273,0,0,0,0,0,5,22,29,FALSE
8,1,1,0,3,1,0,0,275,2,0,0,0,2,7,61,63,FALSE
9,1,1,0,3,1,2,0,275,2,0,0,0,2,4,24,42,FALSE
14,1,1,0,3,1,1,0,277,4,0,0,0,4,4,31,49,FALSE
294,6,63,94,2,1,2,0,42,0,0,21,4,21,78,1362,1682,FALSE
337,8,27,80,3,1,4,0,17,0,3,9,24,9,120,1886,2046,FALSE
8,0,0,0,1,1,0,0,0,0,6,0,0,0,4,12,15,FALSE
6,0,0,0,1,1,1,0,0,0,3,0,1,0,4,7,7,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,7,14,18,FALSE
4,0,0,0,1,1,0,0,0,0,2,0,0,0,7,9,11,FALSE
6,0,0,0,1,1,0,0,0,0,4,0,0,0,7,15,15,FALSE
6,0,0,0,1,1,0,0,0,0,4,0,0,0,7,15,15,FALSE
195,1,1,100,2,1,2,0,42,0,0,42,8,42,19,322,544,FALSE
10,0,0,0,1,1,1,0,0,0,7,0,1,0,5,2,12,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,22,94,97,FALSE
12,0,0,0,1,1,1,0,0,0,9,0,1,0,15,81,80,FALSE
4,0,0,0,1,1,1,10,0,0,1,0,1,0,30,109,99,FALSE
5,0,0,0,2,1,1,0,0,0,2,0,1,0,5,1,6,FALSE
14,0,0,0,2,1,1,0,0,0,11,0,1,0,27,131,141,FALSE
15,0,0,0,2,1,1,0,0,0,12,0,1,0,14,37,44,FALSE
11,0,0,0,2,1,1,0,0,0,8,0,1,0,31,135,135,FALSE
6,0,0,0,2,1,1,0,0,0,3,0,1,0,14,36,40,FALSE
12,0,0,0,2,1,1,0,0,0,9,0,1,0,25,97,110,FALSE
14,0,0,0,2,1,1,0,0,0,11,0,1,0,20,115,178,FALSE
13,0,0,0,2,1,1,0,0,0,10,0,1,0,6,28,41,FALSE
6,0,0,0,2,1,1,0,0,0,3,0,1,0,5,2,8,FALSE
7,0,0,0,2,1,1,0,0,0,4,0,1,0,8,12,17,FALSE
27,0,0,0,1,1,1,0,0,0,24,0,1,0,23,139,162,FALSE
14,0,0,0,1,1,1,0,0,0,11,0,1,0,6,29,32,FALSE
14,0,0,0,1,1,0,0,0,0,12,0,0,0,15,76,79,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,23,98,101,FALSE
16,0,0,0,1,1,0,0,0,0,14,0,0,0,24,127,131,FALSE
16,0,0,0,1,1,1,0,0,0,14,0,1,0,5,2,11,FALSE
6,0,0,0,1,1,1,0,0,0,3,0,1,0,8,32,37,FALSE
9,0,0,0,1,1,0,1,0,0,7,0,0,0,8,39,50,FALSE
110,1,1,0,2,1,0,0,24,0,0,24,0,24,10,152,278,FALSE
8,0,0,0,1,1,0,0,0,0,6,0,0,0,24,132,128,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,22,98,97,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,6,22,25,FALSE
4,0,0,0,1,1,0,0,0,0,2,0,0,0,3,0,16,FALSE
6,0,0,0,1,1,0,0,0,0,4,0,0,0,24,101,101,FALSE
4,0,0,0,1,1,0,0,0,0,2,0,0,0,25,81,85,FALSE
22,0,0,0,1,1,0,0,0,0,20,0,0,0,22,141,159,FALSE
3,0,0,0,1,1,0,0,0,0,1,0,0,0,13,35,37,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,25,98,95,FALSE
9,0,0,0,1,1,1,0,0,0,6,0,1,0,20,87,89,FALSE
6,0,0,0,1,1,1,0,0,0,3,0,1,0,20,75,76,FALSE
6,0,0,0,1,1,1,0,0,0,3,0,1,0,12,32,37,FALSE
66,0,0,0,2,1,0,0,0,0,64,0,0,0,6,81,146,FALSE
13,0,0,0,1,1,1,0,0,0,10,0,1,0,8,43,55,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,8,30,36,FALSE
6,0,0,0,2,1,1,0,0,0,3,0,1,0,3,0,3,FALSE
6,0,0,0,1,1,1,2,0,0,3,0,1,0,7,4,8,FALSE
4,0,0,0,2,1,1,0,0,0,1,0,1,0,4,0,21,FALSE
12,0,0,0,1,1,1,0,0,0,9,0,1,0,8,6,15,FALSE
5,0,0,0,1,1,1,0,0,0,2,0,1,0,9,13,21,FALSE
13,0,0,0,1,1,1,0,0,0,10,0,1,0,9,17,24,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,7,3,6,FALSE
7,0,0,0,2,1,1,5,0,0,4,0,1,0,7,12,14,FALSE
13,0,0,0,3,1,1,0,0,0,10,0,1,0,6,37,37,FALSE
11,0,0,0,1,1,1,0,0,0,8,0,1,0,7,15,19,FALSE
15,0,0,0,3,1,1,0,0,0,12,0,1,0,5,9,15,FALSE
4,0,0,0,1,1,1,1,0,0,1,0,1,0,6,12,12,FALSE
8,0,0,0,3,1,1,0,0,0,5,0,1,0,6,12,12,FALSE
5,0,0,0,3,1,1,0,0,0,2,0,1,0,6,12,12,FALSE
16,0,0,0,1,1,1,0,0,0,13,0,1,0,2,1,1,FALSE
4,0,0,0,3,1,1,0,0,0,1,0,1,0,6,12,12,FALSE
10,0,0,0,1,1,1,0,0,0,7,0,1,0,9,14,14,FALSE
78,3,8,79,1,1,5,7,7,5,4,2,3,7,27,315,309,FALSE
466,5,20,90,2,1,9,0,22,14,10,1,9,15,34,1054,993,FALSE
12,1,1,0,3,1,2,0,14,3,0,0,0,3,15,56,60,FALSE
8,1,1,0,3,1,2,0,13,2,0,0,0,2,14,49,55,FALSE
11,1,1,0,3,1,2,0,14,3,0,0,0,3,14,53,59,FALSE
3964,6,67,98,1,1,26,0,102,0,0,102,158,102,11,12765,12824,FALSE
14,1,1,0,3,1,1,0,19,4,0,0,0,4,14,57,63,FALSE
1718,5,21,95,2,1,20,0,60,51,44,2,80,53,44,2904,2958,FALSE
23,1,2,0,2,1,2,3,15,6,0,0,0,6,14,70,76,FALSE
159,1,7,90,3,1,3,0,31,20,4,0,0,20,20,256,267,FALSE
208,1,15,89,3,1,2,0,26,11,9,4,4,15,19,315,325,FALSE
143,3,12,87,3,1,2,0,19,6,0,2,2,8,19,225,231,FALSE
14,1,1,0,3,1,2,0,19,4,0,0,0,4,14,57,63,FALSE
88,1,3,88,3,1,3,0,28,17,1,0,0,17,19,179,185,FALSE
36,1,2,33,1,1,1,2,9,9,1,0,0,9,15,86,90,FALSE
17,1,1,0,3,1,2,0,20,5,0,0,0,5,14,61,67,FALSE
21,1,2,0,2,1,2,7,11,2,0,0,0,2,14,64,70,FALSE
92,2,7,54,2,2,0,0,11,11,4,0,0,11,23,319,426,FALSE
25,1,1,0,2,1,0,0,6,6,1,0,0,6,17,105,110,FALSE
393,5,17,74,1,1,7,0,15,15,29,0,1,15,22,534,539,FALSE
4,0,0,0,1,1,0,0,0,0,6,0,0,0,14,45,51,FALSE
250,4,11,78,2,1,7,0,18,10,3,1,2,11,15,892,893,FALSE
213,1,9,89,1,1,8,5,26,25,2,1,18,26,28,533,482,FALSE
50,2,6,40,1,1,7,0,5,5,4,0,0,5,18,105,107,FALSE
89,1,5,79,2,2,2,0,12,12,5,0,2,12,23,307,316,FALSE
426,3,10,83,1,1,3,0,15,15,9,0,8,15,5,4,622,FALSE
220,3,11,81,1,1,9,0,11,11,12,0,6,11,6,19,395,FALSE
418,4,13,87,2,1,16,0,27,18,8,2,2,20,39,812,817,FALSE
8,0,0,0,1,1,0,0,0,0,6,0,0,0,16,57,64,FALSE
83,4,10,50,1,1,2,0,4,4,2,0,3,4,23,231,239,FALSE
116,2,9,84,1,1,3,0,9,7,2,2,8,9,18,213,214,FALSE
36,1,2,80,2,1,3,0,31,5,0,0,5,5,19,120,102,FALSE
26,1,3,0,2,1,3,0,30,4,0,0,0,4,19,100,92,FALSE
264,2,13,88,2,1,4,0,56,30,7,0,22,30,27,641,602,FALSE
41,2,5,31,2,2,3,0,5,5,4,0,1,5,8,122,193,FALSE
139,4,12,76,1,1,2,0,7,7,9,0,14,7,23,247,253,FALSE
62,1,5,25,2,1,5,0,34,8,1,0,0,8,27,238,206,FALSE
101,2,7,87,2,1,6,0,34,8,0,0,3,8,19,204,191,FALSE
480,5,23,86,1,1,9,0,18,18,17,0,24,18,10,30,29,FALSE
51,3,4,0,2,1,6,0,10,3,0,0,0,3,11,34,31,FALSE
161,4,10,72,1,1,1,0,6,6,12,0,4,6,7,21,21,FALSE
73,5,7,9,1,1,1,0,3,3,5,0,2,3,7,21,21,FALSE
618,7,16,88,2,1,8,0,25,17,2,1,2,18,30,808,828,FALSE
281,3,9,0,2,1,7,0,23,15,0,1,0,16,27,372,394,FALSE
385,4,13,71,1,1,11,0,19,19,4,0,0,19,3,38,498,FALSE
15,1,3,0,1,1,0,0,3,3,1,0,0,3,4,1,2,FALSE
4326,1,3,99,3,1,38,0,894,0,5,871,590,871,167,11492,14561,FALSE
11,0,0,0,1,1,0,0,0,0,8,0,1,0,16,40,50,FALSE
7,0,0,0,2,1,0,8,0,0,4,0,1,0,19,43,53,FALSE
13,0,0,0,3,1,0,0,0,0,10,0,1,0,17,40,54,FALSE
9,0,0,0,1,1,0,0,0,0,6,0,1,0,15,40,46,FALSE
6,0,0,0,3,1,0,0,0,0,3,0,1,0,5,12,14,FALSE
9,0,0,0,1,1,0,0,0,0,6,0,1,0,16,39,47,FALSE
15,0,0,0,2,1,0,0,0,0,12,0,1,0,17,45,61,FALSE
14,0,0,0,2,1,0,0,0,0,11,0,1,0,5,12,15,FALSE
15,0,0,0,3,1,0,0,0,0,12,0,1,0,17,53,62,FALSE
8,0,0,0,2,1,0,0,0,0,5,0,1,0,5,12,15,FALSE
4,0,0,0,1,1,0,5,0,0,1,0,1,0,17,44,46,FALSE
8,0,0,0,3,1,0,0,0,0,5,0,1,0,16,43,50,FALSE
5,0,0,0,3,1,0,0,0,0,2,0,1,0,17,51,51,FALSE
29,0,0,0,1,1,0,0,0,0,26,0,1,0,16,59,82,FALSE
26,0,0,0,1,1,0,0,0,0,23,0,1,0,16,77,83,FALSE
9,0,0,0,1,1,0,0,0,0,6,0,1,0,6,12,12,FALSE
25,0,0,0,1,1,0,0,0,0,22,0,1,0,16,59,82,FALSE
8,0,0,0,1,1,0,0,0,0,5,0,1,0,5,29,29,FALSE
13,0,0,0,3,1,0,0,0,0,10,0,1,0,17,40,54,FALSE
5,0,0,0,1,1,0,5,0,0,2,0,1,0,16,37,44,FALSE
11,0,0,0,2,1,0,0,0,0,8,0,1,0,6,15,14,FALSE
9,0,0,0,2,1,0,0,0,0,6,0,1,0,7,17,15,FALSE
11,0,0,0,2,1,0,0,0,0,8,0,1,0,6,15,14,FALSE
5,0,0,0,1,1,0,0,0,0,2,0,1,0,5,12,13,FALSE
13,0,0,0,3,1,0,0,0,0,10,0,1,0,16,40,54,FALSE
8,0,0,0,2,1,0,0,0,0,5,0,1,0,4,1,5,FALSE
6,0,0,0,1,1,0,0,0,0,3,0,1,0,16,39,47,FALSE
9,0,0,0,2,1,0,0,0,0,6,0,1,0,16,45,52,FALSE
6,0,0,0,3,1,0,0,0,0,3,0,1,0,7,14,14,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,17,42,48,FALSE
16,0,0,0,1,1,1,0,0,0,13,0,1,0,2,1,1,FALSE
12,0,0,0,2,1,0,0,0,0,9,0,1,0,5,12,16,FALSE
18,0,0,0,1,1,0,0,0,0,15,0,1,0,16,64,70,FALSE
12,0,0,0,1,1,0,0,0,0,16,0,1,0,6,12,13,FALSE
7,0,0,0,1,1,0,0,0,0,4,0,1,0,8,19,24,FALSE
11,0,0,0,1,1,0,0,0,0,8,0,1,0,16,40,50,FALSE
26,0,0,0,1,1,0,0,0,0,23,0,1,0,16,75,86,FALSE
10,0,0,0,1,1,0,0,0,0,7,0,1,0,16,41,49,FALSE
7,0,0,0,1,1,1,0,0,0,4,0,1,0,2,1,1,FALSE
28,1,2,0,1,1,2,0,5,5,1,0,0,5,6,67,4,FALSE
33,1,1,100,2,1,2,0,14,9,0,0,3,9,10,321,321,FALSE
81,1,1,100,2,1,2,0,30,25,0,0,3,25,10,626,626,FALSE
13,1,1,100,2,1,2,2,7,2,0,0,3,2,2,0,47,FALSE
27,1,1,100,2,1,2,0,12,7,0,0,3,7,9,278,278,FALSE
21,1,1,100,2,1,2,0,10,5,0,0,3,5,8,132,132,FALSE
45,1,1,100,2,1,2,0,18,13,0,0,3,13,10,408,408,FALSE
18,1,1,100,2,1,2,0,7,2,0,0,9,2,8,123,123,FALSE
47,1,1,100,2,1,2,0,15,10,0,0,14,10,3,201,201,FALSE
18,1,1,100,2,1,2,0,9,4,0,0,3,4,3,111,111,FALSE
40,5,17,75,1,1,1,0,4,4,4,0,1,4,8,24,47,FALSE
18,1,1,100,2,1,2,0,9,4,0,0,3,4,8,119,119,FALSE
12,1,1,100,2,1,2,1,7,2,0,0,3,2,13,115,114,FALSE
12,1,1,100,3,1,2,0,9,2,0,0,3,2,13,20,67,FALSE
173,1,1,100,2,1,2,0,57,52,0,0,14,52,10,1259,1259,FALSE
207,1,1,100,2,1,2,0,67,62,0,0,18,62,2,345,345,FALSE
42,1,1,100,2,1,2,1,16,11,0,0,6,11,12,388,388,FALSE
18,1,1,100,2,1,2,0,9,4,0,0,3,4,2,59,59,FALSE
144,1,1,100,4,1,2,0,28,8,0,0,117,8,4,897,897,FALSE
42,1,1,100,4,1,2,0,32,12,0,0,3,12,10,376,376,FALSE
16,1,1,100,2,1,2,0,8,3,0,0,3,3,2,0,51,FALSE
16,1,1,100,2,1,2,0,8,3,0,0,3,3,2,0,51,FALSE
18,1,1,100,3,1,2,2,20,4,0,0,3,4,10,231,231,FALSE
