%%-*- text -*-
%
%  -- Topic: This is the defect prediction data for Eclipse 3.4 DEBUG, which
%            includes size, complexity, object-oriented metrics, and change metric data.
% 
%  -- Date:  June 2010

@relation  'eclipse34_Debug'

@attribute LOC numeric
@attribute AverageComplexity numeric
@attribute MaximumComplexity numeric
@attribute LCOM numeric
@attribute DIT numeric
@attribute IFANIN numeric
@attribute CBO numeric
@attribute NOC numeric
@attribute RFC numeric
@attribute NIM numeric
@attribute NIV numeric
@attribute NCM numeric
@attribute NCV numeric
@attribute WMC numeric
@attribute change_times numeric
@attribute plus numeric
@attribute minus numeric
@attribute defect_num numeric
@attribute isDefective {TRUE,FALSE}

@data
38,1,3,60,3,2,2,0,25,5,2,0,0,5,15,96,119,0,FALSE
12,1,1,0,8,1,7,0,170,2,0,0,0,2,1,0,0,0,FALSE
7,1,1,0,0,0,2,1,5,5,0,0,0,5,1,0,0,0,FALSE
52,1,2,76,3,2,7,1,33,13,5,0,0,13,10,145,168,0,FALSE
32,1,2,0,4,2,5,0,41,8,0,0,0,8,1,0,0,0,FALSE
324,1,3,0,1,1,2,0,13,13,1,0,0,13,11,458,596,0,FALSE
6,1,1,0,0,0,1,0,4,4,0,0,0,4,1,0,0,0,FALSE
5,1,1,0,0,0,1,2,3,3,0,0,0,3,3,38,43,0,FALSE
1073,3,12,94,7,1,36,1,377,50,10,0,7,50,32,1302,2267,0,FALSE
3,1,1,0,2,1,0,2,10,1,0,0,0,1,7,60,52,0,FALSE
5,1,1,0,2,1,0,3,12,3,0,0,0,3,7,71,64,0,FALSE
10,1,1,0,0,0,2,1,8,8,0,0,0,8,5,91,91,0,FALSE
4,1,1,0,0,0,2,3,2,2,0,0,0,2,2,2,2,0,FALSE
3,1,1,0,3,1,0,2,11,1,0,0,0,1,5,59,46,0,FALSE
4,1,1,0,0,0,4,1,2,2,0,0,0,2,5,47,47,0,FALSE
3,1,1,0,2,1,1,3,10,1,0,0,0,1,5,43,38,0,FALSE
3,1,1,0,2,1,0,2,10,1,0,0,0,1,6,55,47,0,FALSE
3,1,1,0,0,0,2,5,1,1,0,0,0,1,4,32,32,0,FALSE
23,1,1,100,0,0,1,1,8,8,0,0,13,8,7,174,195,0,FALSE
3,1,1,0,0,0,1,8,1,1,0,0,0,1,3,31,31,0,FALSE
8,1,1,0,0,0,3,1,6,6,0,0,0,6,6,97,98,0,FALSE
3,1,1,0,0,0,2,3,1,1,0,0,0,1,2,2,2,0,FALSE
6,1,1,0,0,0,2,1,4,4,0,0,0,4,6,71,90,0,FALSE
3,1,1,0,0,0,2,1,1,1,0,0,0,1,2,2,2,0,FALSE
11,1,1,100,0,0,1,1,8,8,0,0,1,8,7,104,114,0,FALSE
4,1,1,0,1,1,1,4,10,2,0,0,0,2,1,0,0,0,FALSE
3,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,FALSE
3,1,1,0,0,0,1,2,1,1,0,0,0,1,3,2,2,0,FALSE
6,1,1,0,0,0,1,5,4,4,0,0,0,4,7,55,54,0,FALSE
183,1,14,87,1,2,1,0,25,25,7,0,1,25,8,336,375,0,FALSE
47,1,1,0,8,1,6,1,392,15,0,0,0,15,5,181,192,0,FALSE
415,4,18,78,6,1,16,0,504,19,7,0,2,19,3,5,12,0,FALSE
128,2,5,82,1,1,1,0,17,17,5,0,0,17,3,1,13,0,FALSE
10,1,1,0,2,1,2,1,16,2,1,0,0,2,4,44,42,0,FALSE
16,1,1,62,1,2,2,1,4,4,1,0,1,4,3,2,2,0,FALSE
73,1,3,78,1,2,9,5,11,11,4,0,1,11,13,46,71,0,FALSE
67,1,4,100,1,2,11,3,10,10,0,0,1,10,9,22,46,0,FALSE
60,1,8,0,1,2,14,2,9,9,0,0,0,9,9,14,29,0,FALSE
4,1,1,0,0,0,3,1,2,2,0,0,0,2,4,3,3,0,FALSE
3,1,1,0,0,0,2,1,1,1,0,0,0,1,3,2,2,0,FALSE
4,1,1,0,2,1,0,1,12,2,0,0,0,2,4,5,5,0,FALSE
3,1,1,0,2,1,0,0,11,1,0,0,0,1,4,5,5,0,FALSE
7,1,1,0,2,1,3,1,15,5,0,0,0,5,4,4,4,0,FALSE
13,1,1,33,3,1,3,2,23,3,1,0,0,3,4,11,8,0,FALSE
193,1,6,86,1,1,15,1,25,25,11,0,0,25,2,0,10,0,FALSE
10,1,1,0,4,1,3,0,25,2,1,0,0,2,4,5,3,0,FALSE
8,1,1,0,4,1,3,0,25,2,0,0,0,2,4,5,3,0,FALSE
15,1,1,33,3,1,3,0,23,3,2,0,0,3,4,11,8,0,FALSE
76,2,8,0,2,2,7,1,13,9,0,0,0,9,6,11,11,0,FALSE
60,1,3,76,1,1,5,7,17,17,1,0,0,17,23,258,282,0,FALSE
33,1,2,0,2,1,7,0,25,8,0,0,0,8,33,142,141,0,FALSE
22,1,2,19,3,1,5,1,29,5,1,0,0,5,8,66,72,0,FALSE
10,3,3,0,1,2,5,0,1,1,0,0,0,1,7,20,27,0,FALSE
61,2,4,71,1,2,7,0,7,7,1,0,0,7,16,160,172,0,FALSE
26,1,4,0,3,1,6,0,28,4,1,0,0,4,16,95,100,0,FALSE
133,2,12,82,2,2,5,5,24,13,4,0,0,13,16,741,773,0,FALSE
70,1,4,63,2,2,7,0,22,11,2,0,0,11,12,148,261,0,FALSE
41,1,1,50,3,1,2,0,26,2,2,0,0,2,4,5,4,0,FALSE
103,2,6,60,2,2,16,0,21,10,1,0,0,10,25,173,177,0,FALSE
56,1,3,50,3,1,9,0,29,5,2,0,0,5,27,284,301,0,FALSE
24,1,3,33,2,1,6,0,20,3,1,0,0,3,7,10,10,0,FALSE
21,2,4,33,2,1,6,0,20,3,1,0,0,3,20,101,100,0,FALSE
25,7,7,0,1,2,10,0,1,1,0,0,0,1,2,4,4,0,FALSE
25,1,3,55,1,2,5,0,3,3,1,0,2,3,2,4,4,0,FALSE
79,5,10,0,2,1,11,0,10,3,0,0,0,3,6,8,9,0,FALSE
48,1,4,28,4,2,11,0,20,7,2,0,0,7,8,12,56,0,FALSE
22,2,4,0,2,1,6,0,11,2,1,0,0,2,5,12,18,0,FALSE
46,2,5,0,1,1,9,0,4,4,1,0,0,4,6,28,28,0,FALSE
12,3,3,0,2,1,5,0,10,1,0,0,0,1,3,6,6,0,FALSE
12,3,3,0,2,1,5,0,10,1,0,0,0,1,3,6,6,0,FALSE
76,2,4,60,1,3,14,0,10,10,2,0,0,10,33,353,397,0,FALSE
18,0,0,0,2,1,0,0,10,0,0,0,13,0,10,55,56,0,FALSE
42,1,3,0,4,3,12,0,60,8,0,0,0,8,22,70,135,0,FALSE
74,1,3,86,4,4,19,0,67,15,2,0,0,15,4,62,71,0,FALSE
8,1,1,0,4,2,3,0,55,3,0,0,0,3,5,22,6,0,FALSE
562,3,19,85,4,4,51,0,86,22,7,0,0,22,78,736,1458,0,FALSE
183,3,8,88,1,2,21,0,13,13,4,0,0,13,26,547,513,0,FALSE
13,3,3,0,2,1,3,0,7,1,0,0,0,1,3,13,14,0,FALSE
11,1,1,0,5,1,8,0,61,2,0,0,0,2,1,0,0,0,FALSE
11,1,1,0,5,1,8,0,61,2,0,0,0,2,1,0,0,0,FALSE
36,1,2,0,4,2,4,2,59,7,0,0,0,7,1,0,0,0,FALSE
10,1,1,0,2,1,1,0,16,2,1,0,0,2,4,44,46,0,FALSE
3,1,1,0,0,0,1,1,1,1,0,0,0,1,5,30,36,0,FALSE
179,22,44,50,1,2,59,0,2,2,0,0,34,2,60,702,837,0,FALSE
104,2,3,84,1,1,11,0,13,0,0,13,2,13,13,107,124,0,FALSE
4,1,1,0,1,1,1,1,2,2,0,0,0,2,6,8,8,0,FALSE
45,2,6,50,1,1,4,0,4,0,0,4,1,4,9,88,101,0,FALSE
16,1,1,0,3,1,2,0,21,4,1,0,0,4,3,4,4,0,FALSE
39,1,2,66,4,2,11,0,67,9,1,0,0,9,6,24,20,0,FALSE
29,1,2,58,2,2,9,0,8,6,2,0,0,6,8,19,25,0,FALSE
16,1,1,22,2,1,3,0,5,3,3,0,0,3,5,7,7,0,FALSE
363,2,8,85,5,1,49,0,135,14,11,0,0,14,32,290,373,0,FALSE
52,2,6,50,4,1,12,0,87,4,2,0,0,4,1,0,0,0,FALSE
6,1,1,0,0,0,1,1,3,3,0,0,0,3,3,4,4,0,FALSE
13,1,1,0,0,0,5,2,11,11,0,0,0,11,4,6,25,0,FALSE
10,1,1,0,0,0,1,1,7,7,0,0,0,7,4,76,9,0,FALSE
30,2,3,50,1,2,6,0,4,4,2,0,0,4,3,10,30,0,FALSE
349,1,6,88,1,5,41,0,24,24,12,0,1,24,52,902,874,0,FALSE
37,2,2,75,1,1,0,0,4,0,0,4,1,4,1,0,0,0,FALSE
25,1,1,0,1,2,12,0,3,3,0,0,0,3,1,0,0,0,FALSE
74,11,19,0,3,1,9,0,97,2,0,0,0,2,1,6,2,0,FALSE
9,1,1,0,9,1,4,0,394,2,0,0,0,2,7,117,25,0,FALSE
80,1,4,72,4,2,17,0,111,9,7,0,1,9,18,125,92,0,FALSE
55,2,6,40,1,2,21,0,5,5,1,0,0,5,5,5,44,0,FALSE
16,1,2,33,1,2,4,0,3,3,1,0,0,3,1,0,0,0,FALSE
16,1,1,33,1,2,3,0,3,3,2,0,0,3,2,4,4,0,FALSE
32,2,3,0,4,1,7,0,55,3,1,0,0,3,10,73,28,0,FALSE
25,1,1,0,3,2,2,2,41,19,0,0,0,19,3,3,3,0,FALSE
38,2,6,40,5,1,5,3,167,5,1,0,0,5,6,25,43,0,FALSE
53,2,4,19,4,2,7,1,18,5,1,0,0,5,3,4,12,0,FALSE
51,1,5,0,3,1,2,1,51,10,0,0,0,10,2,3,3,0,FALSE
59,2,3,83,6,1,5,0,174,6,1,0,0,6,7,14,41,0,FALSE
5,1,1,0,1,2,3,0,1,1,0,0,0,1,2,4,4,0,FALSE
25,2,4,0,5,1,7,0,57,2,0,0,0,2,1,17,20,0,FALSE
24,2,4,0,5,1,9,0,58,2,0,0,0,2,1,17,18,0,FALSE
159,3,8,61,1,2,12,0,7,7,3,0,0,7,7,61,86,0,FALSE
131,3,8,0,3,1,18,0,21,8,0,0,0,8,12,148,191,0,FALSE
703,2,13,91,7,1,44,0,316,45,12,0,0,45,34,528,592,0,FALSE
340,1,4,90,6,1,25,1,271,33,7,0,1,33,24,173,271,0,FALSE
61,1,3,60,1,3,6,1,10,10,2,0,0,10,2,4,4,0,FALSE
59,5,11,33,1,2,8,0,3,3,1,0,0,3,3,24,52,0,FALSE
118,7,14,22,4,1,25,1,55,3,3,0,0,3,11,34,44,0,FALSE
36,2,5,50,1,2,9,0,4,4,1,0,0,4,1,0,0,0,FALSE
34,1,2,60,3,1,10,0,27,5,3,0,0,5,4,6,6,0,FALSE
24,1,2,33,4,1,8,0,54,2,3,0,0,2,5,340,339,0,FALSE
115,2,9,75,1,1,14,0,10,10,6,0,0,10,4,24,112,0,FALSE
69,1,2,66,4,2,15,0,109,7,2,0,1,7,8,30,27,0,FALSE
54,2,5,0,6,1,6,0,172,5,0,0,0,5,1,0,0,0,FALSE
7,1,1,0,1,2,3,0,2,2,0,0,0,2,1,0,0,0,FALSE
32,1,3,0,5,1,6,0,166,4,0,0,0,4,11,100,31,0,FALSE
6,1,1,0,1,2,3,0,1,1,0,0,0,1,2,4,4,0,FALSE
6,1,1,0,0,0,0,1,4,4,0,0,0,4,1,0,0,0,FALSE
3,1,1,0,0,0,2,1,1,1,0,0,0,1,4,5,5,0,FALSE
7,1,1,100,0,0,0,1,3,3,2,0,0,3,3,3,6,0,FALSE
59,5,11,33,1,2,8,0,3,3,1,0,0,3,3,25,53,0,FALSE
48,1,4,64,2,1,1,0,9,7,4,0,0,7,1,0,0,0,FALSE
46,1,1,83,1,1,0,0,12,12,6,0,0,12,2,0,0,0,FALSE
118,4,9,16,4,1,30,1,56,4,2,0,1,4,10,55,66,0,FALSE
12,1,1,0,4,1,5,0,54,2,1,0,0,2,6,15,11,0,FALSE
428,4,6,71,1,1,0,0,19,0,0,19,3,19,5,6,89,0,FALSE
38,4,7,0,4,1,10,0,54,2,1,0,0,2,9,48,82,0,FALSE
147,5,9,80,6,1,6,0,172,5,3,0,0,5,5,9,38,0,FALSE
6,1,1,0,1,2,3,0,1,1,0,0,0,1,2,4,4,0,FALSE
138,4,13,56,1,2,15,0,8,8,2,0,0,8,7,296,269,0,FALSE
157,1,8,90,1,1,5,0,24,24,12,0,0,24,5,17,49,0,FALSE
153,2,8,83,2,1,6,0,19,17,9,0,0,17,13,64,170,0,FALSE
46,2,4,50,5,2,7,1,24,6,1,0,0,6,5,45,54,0,FALSE
89,3,4,58,6,3,8,0,32,8,3,0,0,8,2,104,99,0,FALSE
207,2,10,85,2,1,2,0,20,18,7,0,2,18,9,15,28,0,FALSE
361,3,9,86,4,2,14,0,74,23,4,0,0,23,8,95,167,0,FALSE
22,1,1,0,2,2,11,0,8,3,0,0,0,3,1,0,0,0,FALSE
143,1,5,57,3,3,21,0,77,12,7,0,0,12,7,259,407,0,FALSE
123,8,22,0,4,2,14,0,71,3,0,0,0,3,5,11,16,0,FALSE
174,6,9,0,6,1,6,0,173,6,0,0,0,6,5,9,33,0,FALSE
6,1,1,0,1,2,3,0,1,1,0,0,0,1,2,4,4,0,FALSE
44,4,7,33,1,2,12,0,3,3,2,0,0,3,6,79,97,0,FALSE
16,1,1,0,4,1,9,0,86,3,0,0,0,3,2,1,10,0,FALSE
74,2,5,0,5,1,12,0,74,6,0,0,0,6,4,45,10,0,FALSE
24,1,1,75,4,1,10,0,87,4,1,0,0,4,1,0,0,0,FALSE
47,2,3,30,1,1,1,0,5,5,2,0,0,5,11,220,46,0,FALSE
5,1,1,0,5,1,1,0,62,1,0,0,0,1,3,4,10,0,FALSE
5,1,1,0,5,1,1,0,62,1,0,0,0,1,4,6,11,0,FALSE
50,1,3,61,4,4,7,2,61,9,2,0,0,9,4,6,42,0,FALSE
32,1,3,16,4,1,9,0,55,3,2,0,0,3,5,5,6,0,FALSE
272,4,17,76,1,2,20,0,16,16,2,0,4,16,10,74,129,0,FALSE
32,1,2,50,1,2,3,0,5,5,2,0,0,5,3,22,12,0,FALSE
19,1,1,0,7,1,7,0,205,5,0,0,0,5,17,73,84,0,FALSE
6,0,0,0,2,1,0,0,10,0,0,0,2,0,4,27,26,0,FALSE
109,2,9,78,4,2,20,0,65,13,4,0,0,13,21,98,77,0,FALSE
26,1,2,100,1,2,3,0,5,5,0,0,1,5,2,1,19,0,FALSE
256,2,7,81,1,1,13,0,15,14,3,1,2,15,6,27,50,0,FALSE
8,1,1,0,0,0,3,3,6,6,0,0,0,6,1,0,0,0,FALSE
49,1,1,61,1,2,5,0,14,14,3,0,0,14,11,23,34,0,FALSE
75,1,2,80,2,2,10,0,17,15,6,0,0,15,12,32,27,0,FALSE
68,1,2,0,1,1,4,0,3,3,1,0,0,3,1,0,0,0,FALSE
23,1,1,60,2,2,8,0,8,5,1,0,0,5,2,0,0,0,FALSE
35,1,2,73,4,1,8,0,57,5,3,0,0,5,11,40,39,0,FALSE
33,1,2,60,4,1,12,0,57,5,1,0,0,5,8,26,21,0,FALSE
25,1,2,0,4,2,11,0,55,3,1,0,0,3,6,28,22,0,FALSE
27,0,0,0,2,1,0,0,10,0,0,0,22,0,17,94,97,0,FALSE
58,1,3,83,1,3,13,0,12,12,2,0,0,12,8,50,22,0,FALSE
39,1,2,71,1,2,4,0,7,6,1,1,1,7,1,1,2,0,FALSE
638,2,13,94,1,5,42,0,35,34,7,1,15,35,15,215,450,0,FALSE
13,1,1,0,1,2,3,0,1,1,0,0,0,1,10,18,23,0,FALSE
412,1,6,95,5,3,45,4,140,55,9,0,1,55,84,1213,1766,0,FALSE
100,1,2,92,1,2,15,16,27,27,5,0,0,27,46,163,356,0,FALSE
41,1,3,71,1,2,4,10,7,7,1,0,0,7,8,11,20,0,FALSE
200,1,6,91,1,3,23,4,29,29,5,0,0,29,45,292,477,0,FALSE
31,1,3,0,2,1,12,4,33,4,0,0,0,4,21,62,86,0,FALSE
171,3,19,86,1,3,30,3,12,12,5,0,0,12,33,326,338,0,FALSE
5,1,1,0,0,0,3,0,3,3,0,0,0,3,5,10,7,0,FALSE
5,1,1,0,0,0,4,0,3,3,0,0,0,3,8,54,57,0,FALSE
4,1,1,0,0,0,4,2,2,2,0,0,0,2,7,11,11,0,FALSE
8,1,1,0,0,0,3,2,6,6,0,0,0,6,6,10,7,0,FALSE
4,1,1,0,1,1,3,1,8,2,0,0,0,2,2,1,1,0,FALSE
4,1,1,0,0,0,2,3,2,2,0,0,0,2,6,9,44,0,FALSE
3,1,1,0,0,0,2,1,1,1,0,0,0,1,4,1,6,0,FALSE
3,1,1,0,1,1,1,1,2,1,0,0,0,1,1,0,0,0,FALSE
156,2,11,84,4,3,31,3,69,17,3,0,0,17,23,232,235,0,FALSE
43,3,9,25,4,1,14,2,56,4,2,0,0,4,3,6,6,0,FALSE
37,1,4,41,1,2,8,1,6,6,2,0,0,6,14,41,48,0,FALSE
6,1,1,0,0,0,3,1,4,4,0,0,0,4,9,38,48,0,FALSE
2,0,0,0,1,1,0,1,3,0,0,0,0,0,10,40,27,0,FALSE
5,1,1,0,0,0,2,2,3,3,0,0,0,3,8,25,25,0,FALSE
3,1,1,0,1,1,0,1,4,1,0,0,0,1,4,5,5,0,FALSE
30,1,2,50,1,2,5,1,5,5,2,0,0,5,4,8,2,0,FALSE
3,1,1,0,0,0,1,18,1,1,0,0,0,1,13,75,68,0,FALSE
6,1,1,0,0,0,3,1,4,4,0,0,0,4,13,52,89,0,FALSE
4,1,1,0,0,0,1,1,2,2,0,0,0,2,10,41,73,0,FALSE
17,1,1,0,1,3,4,1,5,5,0,0,0,5,5,72,11,0,FALSE
80,1,4,81,3,1,17,2,99,11,5,0,0,11,17,106,202,0,FALSE
22,2,4,100,2,2,3,0,8,3,0,0,1,3,9,13,40,0,FALSE
12,1,1,100,0,0,4,3,9,9,0,0,1,9,8,15,45,0,FALSE
4,1,1,0,1,1,2,2,11,2,0,0,0,2,1,0,0,0,FALSE
2,0,0,0,1,1,0,1,1,0,0,0,0,0,2,4,4,0,FALSE
4,1,1,0,0,0,3,2,2,2,0,0,0,2,9,49,66,0,FALSE
7,1,1,100,2,2,4,6,12,4,0,0,1,4,25,235,217,0,FALSE
3,1,1,0,3,1,0,4,13,1,0,0,0,1,1,0,0,0,FALSE
16,1,1,100,3,1,6,1,22,7,0,0,7,7,16,234,321,0,FALSE
7,1,1,0,0,0,2,2,5,5,0,0,0,5,4,8,13,0,FALSE
6,1,1,0,3,1,4,2,16,4,0,0,0,4,5,15,81,0,FALSE
18,1,1,0,0,0,7,2,16,16,0,0,0,16,27,367,507,0,FALSE
9,1,1,0,0,0,5,2,7,7,0,0,0,7,13,51,54,0,FALSE
4,1,1,0,0,0,2,3,2,2,0,0,0,2,13,64,126,0,FALSE
187,2,6,83,4,1,37,1,109,10,6,0,4,10,39,376,485,0,FALSE
4,1,1,0,0,0,1,1,2,2,0,0,0,2,8,78,84,0,FALSE
3,1,1,0,0,0,1,4,1,1,0,0,0,1,10,14,40,0,FALSE
192,2,9,82,2,2,27,3,22,20,8,0,0,20,29,121,231,0,FALSE
33,2,4,0,1,2,4,2,3,3,1,0,0,3,4,5,5,0,FALSE
64,2,8,16,5,1,6,0,162,6,1,0,0,6,10,36,84,0,FALSE
5,1,1,0,3,1,1,0,14,2,0,0,0,2,6,16,23,0,FALSE
16,1,1,0,1,1,6,3,15,14,0,0,0,14,9,33,35,0,FALSE
3,1,1,0,0,0,0,4,1,1,0,0,0,1,2,9,10,0,FALSE
7,1,1,0,0,0,3,3,5,5,0,0,0,5,6,16,35,0,FALSE
9,1,1,0,0,0,2,2,7,7,0,0,0,7,5,18,37,0,FALSE
6,1,1,0,0,0,3,1,4,4,0,0,0,4,7,47,60,0,FALSE
7,1,1,0,0,0,3,1,5,5,0,0,0,5,10,12,32,0,FALSE
5,1,1,0,0,0,2,1,3,3,0,0,0,3,8,18,24,0,FALSE
3,1,1,0,0,0,2,5,1,1,0,0,0,1,4,6,7,0,FALSE
5,1,1,0,2,1,2,1,18,3,0,0,0,3,2,1,1,0,FALSE
3,1,1,0,2,1,1,2,16,1,0,0,0,1,4,4,6,0,FALSE
21,1,1,50,1,1,2,0,4,4,3,0,0,4,1,0,0,0,FALSE
14,1,1,0,1,2,3,10,4,4,0,0,0,4,3,4,4,0,FALSE
157,1,6,83,4,2,36,0,73,15,2,0,0,15,8,112,121,0,FALSE
33,1,3,57,2,2,7,0,9,7,2,0,0,7,6,32,32,0,FALSE
6,1,1,0,0,0,3,1,4,4,0,0,0,4,4,5,17,0,FALSE
3,1,1,0,0,0,1,2,1,1,0,0,0,1,4,8,2,0,FALSE
93,4,9,60,1,1,2,0,5,5,3,0,0,5,1,0,0,0,FALSE
14,1,1,33,1,2,5,0,3,3,1,0,0,3,1,0,0,0,FALSE
31,2,5,75,4,1,9,0,95,4,2,0,0,4,1,0,0,0,FALSE
55,4,7,25,1,2,10,0,3,3,4,0,0,3,1,0,0,0,FALSE
18,1,2,0,1,1,0,0,3,3,2,0,0,3,1,0,0,0,FALSE
40,2,4,33,2,1,2,0,3,3,5,0,0,3,1,0,0,0,FALSE
59,2,12,44,1,2,7,0,6,6,3,0,0,6,1,0,0,0,FALSE
15,1,2,0,4,1,8,0,93,2,1,0,0,2,1,0,0,0,FALSE
19,1,2,33,1,2,7,0,3,3,2,0,0,3,1,0,0,0,FALSE
115,4,8,53,1,2,11,0,7,7,4,0,0,7,1,0,0,0,FALSE
37,2,4,33,1,2,9,0,3,3,4,0,0,3,1,0,0,0,FALSE
35,2,4,33,1,2,9,0,3,3,4,0,0,3,1,0,0,0,FALSE
13,3,3,0,1,2,5,0,1,1,1,0,0,1,1,0,0,0,FALSE
28,8,8,0,1,2,6,0,1,1,0,0,0,1,1,0,0,0,FALSE
16,1,2,33,1,2,0,0,3,3,1,0,0,3,1,0,0,0,FALSE
36,3,4,33,1,2,8,0,3,3,3,0,0,3,1,0,0,0,FALSE
48,4,8,33,1,2,9,0,3,3,4,0,0,3,1,0,0,0,FALSE
35,2,4,33,1,2,8,0,3,3,3,0,0,3,1,0,0,0,FALSE
65,6,15,33,1,2,9,0,3,3,4,0,0,3,1,0,0,0,FALSE
60,5,12,0,1,2,8,0,3,3,1,0,0,3,1,0,0,0,FALSE
34,2,5,33,1,2,8,0,3,3,3,0,0,3,1,0,0,0,FALSE
20,6,6,0,1,2,5,0,1,1,0,0,0,1,1,0,0,0,FALSE
19,1,1,50,1,1,1,0,4,4,3,0,0,4,1,0,0,0,FALSE
14,2,3,0,1,2,4,0,2,2,1,0,0,2,1,0,0,0,FALSE
31,2,3,33,1,2,5,0,3,3,3,0,0,3,1,0,0,0,FALSE
27,1,1,80,1,2,2,0,5,5,1,0,0,5,1,0,0,0,FALSE
21,1,3,33,1,2,5,0,3,3,2,0,0,3,1,0,0,0,FALSE
20,1,3,0,1,3,4,0,5,5,0,0,0,5,1,0,0,0,FALSE
4,1,1,0,1,2,5,0,1,1,0,0,0,1,1,0,0,0,FALSE
13,1,1,50,1,2,4,0,4,4,1,0,0,4,1,0,0,0,FALSE
31,3,5,33,4,1,4,0,16,3,1,0,0,3,1,0,0,0,FALSE
48,1,2,22,1,2,4,0,9,9,1,0,0,9,1,0,0,0,FALSE
25,7,7,0,2,1,5,0,6,1,0,0,0,1,1,0,0,0,FALSE
9,1,1,0,1,2,2,0,3,3,0,0,0,3,1,0,0,0,FALSE
26,2,3,33,4,1,6,0,16,3,1,0,0,3,1,0,0,0,FALSE
5,1,1,0,1,2,0,0,1,1,0,0,0,1,1,0,0,0,FALSE
21,3,5,0,1,2,7,0,2,2,0,0,0,2,1,0,0,0,FALSE
18,1,2,50,1,2,4,0,2,2,1,0,0,2,1,0,0,0,FALSE
24,4,7,0,1,2,7,0,2,2,1,0,0,2,1,0,0,0,FALSE
14,1,2,0,1,2,3,0,4,4,0,0,0,4,1,0,0,0,FALSE
13,1,1,33,3,1,3,0,43,3,1,0,0,3,1,0,0,0,FALSE
15,1,1,0,3,2,0,0,15,4,1,0,0,4,1,0,0,0,FALSE
9,1,1,0,3,2,0,0,13,2,1,0,0,2,1,0,0,0,FALSE
9,1,1,0,4,2,0,0,17,2,1,0,0,2,1,0,0,0,FALSE
9,1,1,0,3,2,0,0,13,2,1,0,0,2,1,0,0,0,FALSE
15,1,1,0,3,2,2,1,15,4,1,0,0,4,1,0,0,0,FALSE
22,1,1,50,2,2,3,4,11,6,1,0,0,6,1,0,0,0,FALSE
32,2,4,33,5,1,8,0,101,3,2,0,0,3,1,0,0,0,FALSE
35,2,4,33,4,1,12,0,94,3,3,0,0,3,1,0,0,0,FALSE
32,1,3,50,1,2,7,0,6,6,1,0,0,6,1,0,0,0,FALSE
47,1,4,33,2,1,4,0,19,6,1,0,0,6,1,0,0,0,FALSE
7,1,1,0,1,2,4,0,3,3,0,0,0,3,1,0,0,0,FALSE
19,1,2,0,1,2,4,0,8,8,0,0,0,8,1,0,0,0,FALSE
3,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,FALSE
8,1,1,0,1,2,4,0,3,3,0,0,0,3,1,0,0,0,FALSE
25,1,2,50,4,1,4,0,56,4,2,0,0,4,1,0,0,0,FALSE
35,4,7,0,1,2,1,0,2,2,0,0,0,2,1,0,0,0,FALSE
17,1,2,0,3,1,6,0,16,2,2,0,0,2,1,0,0,0,FALSE
52,2,6,52,1,1,6,0,7,7,3,0,0,7,1,0,0,0,FALSE
25,2,3,16,1,1,1,0,3,3,2,0,0,3,1,0,0,0,FALSE
54,1,1,83,7,1,17,0,159,11,5,0,0,11,1,0,0,0,FALSE
24,2,4,0,1,2,14,0,3,3,0,0,0,3,1,0,0,0,FALSE
18,1,3,0,1,2,3,0,6,6,0,0,0,6,1,0,0,0,FALSE
12,1,1,0,1,2,3,0,6,6,0,0,0,6,1,0,0,0,FALSE
13,1,1,0,4,1,6,0,54,2,0,0,0,2,1,0,0,0,FALSE
13,1,1,0,4,1,6,0,54,2,0,0,0,2,1,0,0,0,FALSE
8,1,1,0,5,1,2,0,59,2,0,0,0,2,1,0,0,0,FALSE
16,1,2,33,1,2,0,0,3,3,1,0,0,3,1,0,0,0,FALSE
42,1,4,41,5,1,11,0,102,4,3,0,0,4,1,0,0,0,FALSE
27,1,2,0,4,1,8,0,55,3,0,0,0,3,1,0,0,0,FALSE
3,1,1,0,0,0,1,2,1,1,0,0,0,1,1,0,0,0,FALSE
17,1,1,25,4,2,5,0,95,4,1,0,0,4,1,0,0,0,FALSE
49,3,6,25,1,2,7,0,4,4,1,0,0,4,1,0,0,0,FALSE
16,1,1,25,5,2,5,0,102,4,1,0,0,4,1,0,0,0,FALSE
12,1,1,0,1,1,0,0,1,1,4,0,0,1,1,0,0,0,FALSE
5,1,1,0,1,1,0,3,1,1,0,0,0,1,1,0,0,0,FALSE
13,1,2,0,4,1,2,0,86,3,0,0,0,3,1,0,0,0,FALSE
26,1,1,71,7,1,9,0,155,7,1,0,0,7,1,0,0,0,FALSE
6,1,1,0,1,2,2,0,3,3,0,0,0,3,1,0,0,0,FALSE
19,1,1,50,1,1,2,0,4,4,3,0,0,4,1,0,0,0,FALSE
14,4,4,0,2,1,4,0,20,1,0,0,0,1,1,0,0,0,FALSE
24,1,3,0,1,2,3,0,6,6,0,0,0,6,1,0,0,0,FALSE
25,1,2,54,1,1,2,0,6,6,4,0,0,6,1,0,0,0,FALSE
15,1,2,0,1,2,5,0,6,6,0,0,0,6,1,0,0,0,FALSE
40,2,6,50,1,1,15,0,4,4,2,0,0,4,1,0,0,0,FALSE
5,1,1,0,7,1,1,0,329,2,0,0,0,2,1,0,0,0,FALSE
